,,,,,,SAMPLE_NAME,DFCI-01579,DFCI-01580,DFCI-01581,DFCI-01582,DFCI-01583,DFCI-01584,DFCI-01585,DFCI-01586,DFCI-01587,DFCI-01588,DFCI-01589,DFCI-01590,DFCI-01591,DFCI-01592,DFCI-01593,DFCI-01594,DFCI-01595,DFCI-01596,DFCI-01597,DFCI-01598,DFCI-01599,DFCI-01600,DFCI-01601,DFCI-01602
BIOCHEMICAL,PLATFORM,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,DFCI-01579,DFCI-01580,DFCI-01581,DFCI-01582,DFCI-01583,DFCI-01584,DFCI-01585,DFCI-01586,DFCI-01587,DFCI-01588,DFCI-01589,DFCI-01590,DFCI-01591,DFCI-01592,DFCI-01593,DFCI-01594,DFCI-01595,DFCI-01596,DFCI-01597,DFCI-01598,DFCI-01599,DFCI-01600,DFCI-01601,DFCI-01602
thiamin diphosphate,Method 3,154-87-0,1132,8715,C00068,HMDB01372,"157,726","229,880","270,896","133,635","139,915","800,843","368,001","598,149","114,393","530,284","475,857","549,176","314,024","172,042","184,293","279,245","266,989","271,731","218,937","318,467","325,080","416,199","357,062","456,398"
thiamin monophosphate,Method 3,532-40-1,3382778,2627905,C01081,HMDB02666,"587,273","816,025","834,409","779,497","1,087,512","915,280","845,100","675,695","802,059","815,945","600,026","542,316","239,161","215,285","406,616","229,885","274,541","256,658","422,949","384,053","241,331","324,203","265,466","381,207"
threonate,Method 4,70753-61-6,151152,133224,C01620,HMDB00943,"56,843,156","105,493,040","68,687,672","93,761,824","131,356,808","105,596,840","119,419,168","148,114,800","105,272,064","160,409,920","109,474,104","83,579,328","91,614,000","39,549,104","92,195,152","71,964,016","103,685,920","77,356,032","220,150,672","142,156,064","89,244,344","93,373,736","128,693,528","117,698,000"
threonine,Method 1,72-19-5,6288,6051,C00188,HMDB00167,"49,643,656","52,070,860","48,105,428","43,626,368","50,559,752","39,191,264","38,672,124","42,604,452","42,475,644","59,441,144","53,831,096","54,103,744","61,751,100","31,194,868","51,039,204","46,644,192","53,870,788","46,431,108","66,670,180","74,786,336","56,246,704","84,620,600","67,247,392","79,022,840"
thymidine,Method 3,50-89-5,5789,5585,C00214,HMDB00273,"132,622","214,407","153,012","142,178","134,561","188,869","76,168","61,985","132,507","156,555","182,554","159,483","885,574","393,867","672,202","466,948","1,065,851","487,412","1,160,498","2,561,182","1,191,811","887,271","855,162","1,853,341"
thymine,Method 4,65-71-4,1135,1103,C00178,HMDB00262,,,,,,,,,,,,,"380,020",,"283,250","111,128","391,380","225,572","623,871","1,411,681","370,686","452,340","361,352","747,873"
tiglyl carnitine,Method 1,64191-86-2,22833596,17216200,,HMDB02366,"392,002","756,028","439,322","522,032","716,989","1,005,629","1,045,614","686,336","827,168","993,195","886,033","587,545","612,272","426,928","685,764","622,861","475,582","498,429","981,143","774,374","548,595","590,425","607,516","931,153"
trans-4-hydroxyproline,Method 1,51-35-4,5810,5605,C01157,HMDB00725,"16,541,381","7,861,038","15,649,101","12,470,313","17,266,418","7,050,624","6,490,004","5,805,695","6,381,146","9,363,207","13,015,285","8,717,145","18,916,006","9,627,275","11,497,954","10,576,155","9,412,966","7,847,838","6,227,876","9,845,970","8,327,586","8,257,247","7,434,854","8,584,234"
trans-urocanate,Method 1,104-98-3,736715,643824,C00785,HMDB00301,"2,096,739","4,694,289","4,488,880","3,317,280","2,276,932","2,558,112","4,468,066","4,089,933","2,029,968","2,142,716","2,310,111","1,694,938","4,504,058","2,147,307","2,862,907","9,690,744","14,048,403","19,005,316","12,051,900","3,203,617","2,107,856","1,894,874","1,611,663","2,360,310"
trigonelline (N'-methylnicotinate),Method 1,535-83-1,5570,5369,C01004,HMDB00875,"550,918","1,094,847","873,176","1,121,085","740,902","2,250,074","2,281,113","3,776,541","1,850,069","2,552,475","1,093,695","1,591,497","5,193,548","13,186,241","6,557,150","10,411,018","1,587,521","8,682,984","2,624,709","6,349,610","6,859,475","1,875,719","4,950,091","3,151,639"
tryptophan,Method 1,73-22-3,6305,6066,C00078,HMDB00929,"28,929,588","46,130,124","36,297,248","36,449,396","53,205,840","58,504,724","51,356,384","47,100,388","57,566,904","76,898,504","60,288,560","54,318,176","64,522,536","30,438,566","66,402,504","36,103,160","73,049,872","62,806,972","118,972,616","123,048,816","96,809,624","81,351,224","86,501,624","127,622,872"
tryptophan betaine ,Method 1,20671-76-5,442106,390633,C09213,HMDB61115,,,,,,,,,,"7,256,724",,,,,,,,,,,,,,
tyramine,Method 1,60-19-5,5610,5408,C00483,HMDB00306,,,,,,,,,,,,,,,,,,,,,,,,
tyrosine,Method 1,60-18-4,6057,5833,C00082,HMDB00158,"44,838,720","88,651,496","42,780,816","49,437,384","94,840,544","59,892,276","81,600,632","82,571,144","96,682,352","139,448,928","104,769,992","85,948,672","115,775,112","49,182,144","114,736,816","69,261,392","118,854,600","101,549,336","198,512,560","209,975,168","159,475,856","152,612,784","169,036,704","197,668,688"
UDP-galactose,Method 4,2956-16-3;91183-98-1;137868-52-1,18068,17069,C00052,HMDB00302,"430,046","608,746","824,314","577,560","656,802","726,735","528,465","480,257","431,236","603,795","761,800","744,977","447,877","161,745","465,339","302,750","653,516","506,161","983,414","848,136","681,076","813,228","560,831","1,156,377"
UDP-glucose,Method 4,117756-22-6,8629,8308,C00029,HMDB00286,"791,320","1,090,678","1,256,740","995,152","1,120,435","1,307,414","851,368","928,379","555,946","948,846","1,185,373","1,012,680","1,195,108","549,399","994,861","869,073","1,242,345","1,156,810","2,006,133","1,766,855","1,343,839","1,718,075","1,471,031","2,256,126"
UDP-glucuronate,Method 4,28053-08-9;63700-19-6,17473,16522,C00167,HMDB00935,"147,873","146,070","206,121","130,590","172,732","214,177","118,831","122,893","43,300","98,593","261,474","130,590","81,282","43,991","110,193",,"166,672","98,594","172,464","175,886","142,506","185,440",,"257,093"
UDP-N-acetylglucosamine,Method 4,91183-98-1,445675,17215931,C00043,HMDB00290,"3,664,955","4,840,557","4,162,460","5,122,018","6,015,098","5,191,072","5,436,461","5,793,865","4,299,927","6,830,868","5,401,272","5,232,721","3,029,130","1,322,358","2,657,289","2,228,283","3,070,273","2,564,193","4,876,223","4,111,215","3,374,555","4,278,595","3,808,123","4,660,713"
undecanedioate,Method 3,1852-04-6,15816,15037,,HMDB00888,"103,714","98,867","91,133","120,144",,"96,135","119,717","84,595","129,909",,,"150,225","355,599","77,531","179,162","210,575","260,979","150,145","326,545","168,225","187,500","124,001","142,985","152,175"
uracil,Method 1,66-22-8,1174,1141,C00106,HMDB00300,"578,415","744,069","543,813","782,403","1,023,042","914,484","1,148,831","429,190","1,268,079","1,021,847","1,570,774","852,520","3,495,914","1,873,927","2,487,933","2,652,611","3,585,095","2,295,001","4,611,369","4,471,856","2,513,389","3,708,899","3,427,867","3,670,985"
urate,Method 3,69-93-2;120K5305,1175,,C00366,HMDB00289,"4,334,390","5,424,618","5,303,029","4,730,414","5,518,390","5,847,359","5,997,782","4,828,197","5,287,658","7,146,107","6,114,811","3,910,058","13,430,989","10,096,863","11,641,966","14,351,058","12,103,726","14,735,197","13,679,943","23,452,286","11,051,280","11,504,035","14,744,084","13,341,598"
urea,Method 1,57-13-6,1176,1143,C00086,HMDB00294,"23,074,802","73,945,888","25,647,830","17,357,432","17,508,610","25,751,360","27,176,406","16,413,220","19,193,404","21,995,898","35,590,076","17,397,946","45,140,384","44,908,512","28,167,944","36,412,820","23,877,936","71,848,240","61,825,692","39,876,192","30,346,060","42,442,700","29,262,298","30,072,082"
uridine,Method 3,58-96-8,6029,5807,C00299,HMDB00296,"30,225,282","29,750,536","29,298,040","28,840,712","32,715,966","39,318,296","38,340,720","30,646,498","56,417,432","30,700,516","36,675,396","31,529,904","42,637,536","25,830,646","36,894,396","27,581,850","43,024,372","31,350,846","60,114,260","54,433,348","41,849,704","50,108,924","38,083,428","64,623,392"
uridine 2'-monophosphate (2'-UMP)*,Method 3,,,,,,,,,"100,231","209,565",,"522,202",,,,,,"626,036",,"136,961","379,822","56,246",,,,"74,547",,"302,449","16,442"
uridine 3'-monophosphate (3'-UMP),Method 3,35170-0-7;35170-03-7,101543,91753,C01368,,,"35,376",,"115,073","60,722","156,282","208,616","84,453","66,624",,,,"2,567,693","1,037,022","4,142,427","1,988,349","1,291,359","3,280,001","387,700","4,561,888","1,586,294","2,840,053","865,772","862,582"
uridine 5'-diphosphate (UDP),Method 1,21931-53-3,6031,5809,C00015,HMDB00295,,,"546,853","418,515","767,585","730,021","487,851","446,159","255,250","391,400","1,033,468","645,033","787,723","279,522","837,601","449,516","596,832","1,402,969","1,672,394","1,680,264","531,929","1,189,073","994,316","2,097,985"
uridine 5'-monophosphate (UMP),Method 3,3387-36-8,6030,1399139,C00105,HMDB00288,"3,490,258","6,368,712","6,378,413","4,014,591","4,616,956","4,137,159","1,982,154","7,023,232","1,370,193","6,601,368","4,885,655","4,912,821","3,166,729","3,438,809","4,479,922","2,638,825","5,301,645","2,196,332","6,558,106","3,807,292","4,033,508","4,607,964","3,537,711","3,853,681"
"uridine-2',3'-cyclic monophosphate",Method 3,40632-52-8,439715,3824355,C02355,HMDB11640,"230,158","61,432",,"575,649","317,116","475,515","765,655","244,463","146,695","80,378","28,043","27,433",,,,,,,,,,"44,963",,
ursodeoxycholate,Method 3,128-13-2,31401,29131,C07880,HMDB00946,,,,,,,,,,,,,,,,,,,,,,,,
valerylcarnitine,Method 1,,6426903,4932322,,HMDB13128,"3,122,663","5,190,163","4,481,326","4,189,281","5,059,560","8,110,372","8,105,318","5,946,395","6,595,774","10,126,517","10,525,971","13,401,684","6,183,630","3,134,402","4,016,452","5,307,306","6,700,012","5,920,179","8,780,434","6,246,440","5,971,663","6,406,744","6,699,172","11,728,695"
valine,Method 1,72-18-4,6287,6050,C00183,HMDB00883,"111,014,880","151,038,656","97,692,040","103,973,376","134,930,624","151,722,560","168,665,248","167,718,640","132,249,336","157,871,648","168,643,584","110,712,992","214,110,832","106,623,936","199,375,312","143,292,544","221,904,528","166,819,008","377,119,296","428,225,664","238,207,856","261,483,056","224,763,712","334,661,344"
valylglutamine,Method 1,42854-54-6,5253209,4419671,,,,,,,,,,,"148,532",,,"136,236","762,577","402,206","819,866","256,174","314,498","375,563","725,998","929,212","887,437","227,009","302,450","497,471"
valylglycine,Method 1,686-43-1,136487,120256,,,,,,,,,,"240,174","305,132",,,"116,904","811,008","642,159","2,978,282",,"642,138","601,706","1,596,410","2,033,960","1,549,865",,"524,247","870,686"
valylleucine,Method 1,22906-55-4,352039,312586,,,,"869,852","272,565","196,479","277,605","163,931","415,085","1,440,071","1,526,920","1,141,982",,"1,138,127","2,088,846","1,362,402","3,263,849","1,313,395","726,274","1,179,501","2,732,254","1,228,404","2,874,137","778,794","1,524,618","899,859"
xanthine,Method 4,69-89-6,1188,1151,C00385,HMDB00292,"14,863,114","15,040,411","14,067,343","21,332,864","27,330,756","21,684,402","25,783,702","13,971,241","30,801,068","20,799,520","21,654,262","18,837,748","37,787,024","16,518,435","30,214,396","18,400,786","39,442,760","23,226,322","47,657,956","38,295,352","27,113,432","38,206,928","37,474,948","43,288,476"
xanthosine,Method 1,146-80-5,64959,58484,C01762,HMDB00299,"313,469","386,356","298,336","374,811","509,914","614,332","746,809","226,463","916,755","670,198","730,726","446,305","1,253,196","441,650","820,138","726,863","1,027,518","601,997","1,292,617","1,503,893","1,101,479","743,837","1,065,192","901,552"
xanthurenate,Method 3,59-007,5699,5497,C02470,HMDB00881,,"903,200","370,923","497,104","309,444","105,915",,,,,"293,106",,"501,806",,"372,803","121,078","531,479","1,053,451","238,741",,"29,253",,,
