,molecular_weight
C15247,251.974485
C15250,233.996283
C15255,284.17763
C15257,274.19328
C15258,288.20893
C15261,272.17763
C15262,284.214016
C15268,241.073893
C15270,287.070451
C15277,298.19328
C15278,242.13068
C15279,257.073516
C15288,292.24023
C15293,286.19328
C15296,270.064057
C15298,274.229666
C15308,282.16198
C15311,249.009012
C15315,286.19328
C15316,290.260966
C15323,284.17763
C15325,267.125929
C15326,290.22458
C15330,294.235894
C15335,288.20893
C15341,256.085935
C15356,291.256215
C15366,299.152144
C15377,288.20893
C15383,203.08071
C15385,288.172545
C15392,283.992633
C15393,218.049843
C15395,288.20893
C15397,226.007995
C15410,250.031606
C15411,267.058155
C15418,207.100777
C15427,281.037419
C15433,291.053158
C15439,286.060625
C15442,290.22458
C15449,208.125201
C15452,282.069054
C15453,298.156895
C15454,284.17763
C15455,207.864606
C15457,271.084458
C15462,261.136493
C15463,272.157643
C15464,250.229666
C15465,282.219495
C15471,208.980383
C15477,221.152812
C15480,205.095023
C15481,205.095023
C15492,288.245316
C15497,256.105922
C15503,213.063722
C15505,229.885976
C15514,280.131074
C15522,257.112404
C15525,288.063388
C15531,270.089209
C15532,217.106256
C15545,219.11201
C15549,207.08099
C15567,272.068473
C15570,240.078644
C15586,252.085855
C15589,208.088815
C15605,236.079707
C15608,222.06808
C15609,256.073559
C15615,238.062994
C15616,252.078644
C15627,276.03017
C15629,244.045252
C15638,276.245316
C15642,282.136828
C15650,242.001395
C15651,242.001395
C15699,217.142641
C15700,216.111007
C15765,208.109944
C15767,232.105922
C15924,260.029719
C15926,260.029719
C15971,282.146724
C15986,210.100442
C16015,214.09938
C16028,204.187801
C16038,224.106196
C16138,255.158292
C16141,204.187801
C16142,204.187801
C16143,222.198365
C16149,220.037173
C16152,250.022586
C16181,269.893953
C16182,251.92784
C16186,255.998418
C16187,288.099774
C16190,286.084124
C16193,287.976229
C16194,287.976229
C16196,240.009244
C16198,271.999073
C16199,217.988509
C16201,208.019415
C16202,208.019415
C16203,212.08373
C16204,210.06808
C16205,212.08373
C16206,210.06808
C16207,208.05243
C16208,224.08373
C16209,242.057909
C16210,242.057909
C16214,220.037173
C16225,272.104859
C16226,298.047738
C16229,284.068473
C16232,272.068473
C16233,288.063388
C16241,206.043521
C16246,292.868704
C16247,249.86289
C16248,265.857805
C16249,235.932036
C16262,214.062994
C16263,230.057909
C16264,262.047738
C16269,204.187801
C16300,276.20893
C16308,228.136159
C16309,212.141245
C16311,212.141245
C16316,294.219495
C16317,210.125594
C16318,224.141245
C16319,292.203845
C16320,292.203845
C16324,292.203845
C16325,292.203845
C16326,294.219495
C16342,294.219495
C16343,248.214016
C16344,264.20893
C16346,294.219495
C16352,299.099159
C16361,210.07529
C16362,200.09094
C16365,226.070205
C16391,227.017835
C16392,213.03857
C16393,213.03857
C16404,256.073559
C16415,274.084124
C16419,270.089209
C16420,209.080041
C16446,267.058155
C16453,207.100777
C16454,222.017571
C16455,224.020202
C16456,226.025403
C16457,228.031064
C16502,236.17763
C16503,250.19328
C16504,252.172545
C16505,284.198759
C16506,270.183109
C16508,282.183109
C16512,299.282429
C16516,206.051384
C16518,293.083412
C16535,298.28718
C16536,268.24023
C16537,242.22458
C16551,278.035384
C16553,276.019734
C16554,274.004084
C16556,276.019734
C16557,292.014649
C16558,278.035384
C16559,219.99352
C16560,250.168128
C16561,206.141913
C16572,222.136828
C16573,290.199428
C16574,290.199428
C16575,232.157563
C16576,285.136493
C16582,254.090272
C16583,220.058303
C16584,254.090272
C16591,209.068808
C16594,263.119129
C16597,220.058303
C16598,234.073953
C16600,234.073953
C16601,252.089878
C16602,252.089878
C16603,268.084792
C16604,209.084064
C16605,207.068414
C16606,266.069142
C16609,296.132491
C16612,295.100857
C16624,207.064391
C16625,265.06987
C16626,297.078327
C16627,239.072847
C16633,262.060114
C16635,245.081184
C16637,214.024239
C16640,214.19328
C16659,277.18305
C16660,263.1674
C16665,242.22458
C16681,284.214016
C16682,286.229666
C16694,204.11503
C16701,259.120843
C16702,273.136493
C16703,271.120843
C16704,223.120843
C16705,237.136493
C16721,259.120843
C16726,292.157563
C16727,296.188863
C16735,294.173213
C16743,242.066773
C16744,258.085186
C16745,244.069536
C16757,234.020677
C16758,234.020677
C16760,256.073559
C16765,250.084124
C16773,238.19328
C16774,238.19328
C16775,204.187801
C16776,204.187801
C16779,218.167065
C16782,253.27695
C16788,248.104859
C16792,278.188195
C16794,298.28718
C16795,252.20893
C16796,270.052823
C16806,292.109944
C16811,218.057909
C16812,260.104859
C16813,222.198365
C16814,204.187801
C16815,204.187801
C16829,204.187801
C16831,218.105528
C16836,212.152478
C16838,258.052823
C16842,238.025957
C16846,292.157563
C16848,242.019154
C16858,288.245316
C16873,238.229666
C16880,240.056863
C16908,220.182715
C16919,216.151415
C16920,238.19328
C16929,258.089209
C16940,288.063388
C16942,234.16198
C16943,230.13068
C16945,220.182715
C16946,236.17763
C16949,234.16198
C16959,216.151415
C16960,230.13068
C16964,286.105253
C16966,218.167065
C16970,222.198365
C16974,220.182715
C16975,208.109944
C16976,270.089209
C16977,222.16198
C16983,222.16198
C16988,230.13068
C16995,270.25588
C16996,280.084792
C16997,281.105193
C17007,263.17077
C17010,296.089603
C17017,294.073953
C17018,204.042259
C17019,225.115364
C17020,224.120115
C17021,240.11503
C17039,284.068473
C17045,284.068473
C17063,210.149404
C17065,204.187801
C17069,264.183778
C17076,214.19328
C17077,297.136493
C17079,258.984406
C17085,246.125594
C17088,204.187801
C17090,218.167065
C17091,247.193614
C17094,204.187801
C17098,295.868369
C17101,214.022586
C17102,251.987548
C17105,238.008284
C17108,238.008284
C17110,238.008284
C17113,290.007305
C17114,298.093228
C17120,204.187801
C17124,222.198365
C17132,294.061928
C17133,294.061928
C17136,294.061928
C17158,298.214409
C17169,245.979261
C17210,208.040544
C17212,208.040544
C17214,222.056194
C17215,222.056194
C17218,236.071844
C17219,236.071844
C17222,250.087494
C17223,250.087494
C17224,204.082015
C17225,205.11365
C17226,264.103144
C17227,264.103144
C17228,218.097665
C17229,219.1293
C17230,278.118795
C17231,278.118795
C17232,232.113315
C17233,233.14495
C17237,254.072513
C17238,270.067428
C17242,252.060234
C17253,203.134385
C17258,289.839205
C17276,286.229666
C17277,204.187801
C17359,216.074622
C17360,200.079707
C17365,287.111735
C17368,256.088163
C17369,258.067428
C17370,298.098728
C17379,223.971551
C17382,233.98268
C17389,241.976885
C17407,287.07834
C17412,288.099774
C17418,234.209599
C17424,228.11503
C17425,244.109944
C17427,238.19328
C17442,248.188863
C17447,244.182715
C17462,220.182715
C17463,249.172879
C17464,251.188529
C17479,222.052823
C17480,222.052823
C17483,276.099774
C17488,232.14633
C17489,234.16198
C17490,246.125594
C17491,234.16198
C17492,234.16198
C17493,236.17763
C17494,218.167065
C17501,218.167065
C17502,252.172545
C17504,234.16198
C17505,204.187801
C17506,276.172545
C17515,269.271865
C17532,222.064057
C17535,232.219101
C17575,206.126657
C17590,290.079038
C17599,286.105253
C17603,254.188195
C17604,236.17763
C17605,252.172545
C17606,254.188195
C17607,252.172545
C17608,254.188195
C17609,234.16198
C17610,254.188195
C17612,252.172545
C17619,298.113984
C17671,258.052823
C17672,246.089209
C17673,272.068473
C17676,240.20893
C17692,272.029719
C17693,272.029719
C17697,254.019154
C17699,213.063722
C17716,242.167065
C17718,276.041882
C17720,288.126263
C17723,236.152478
C17725,250.131742
C17744,260.141245
C17745,276.136159
C17746,290.151809
C17747,264.172545
C17748,280.167459
C17758,229.058637
C17786,286.047738
C17803,202.120509
C17810,286.047738
C17815,252.245316
C17821,208.109944
C17827,289.204179
C17838,276.099774
C17843,216.042259
C17846,208.109944
C17857,240.078644
C17879,266.069142
C17884,232.14633
C17885,230.13068
C17886,232.14633
C17887,248.141245
C17904,213.100108
C17912,246.125594
C17913,230.13068
C17914,218.167065
C17915,220.182715
C17917,234.089209
C17933,292.172167
C17947,212.008589
C17949,209.045309
C17952,223.060959
C17953,220.182715
C17954,218.167065
C17955,220.182715
C17967,264.106984
C18012,206.021523
C18036,234.125594
C18048,275.111735
C18054,225.063722
C18056,273.147727
C18080,230.094294
C18081,216.042259
C18082,216.042259
C18083,230.094294
C18084,202.026609
C18085,202.026609
C18096,260.029719
C18114,289.922361
C18131,274.156895
C18132,262.156895
C18133,272.104859
C18134,258.125594
C18135,260.141245
C18141,247.852089
C18158,248.188863
C18165,298.120509
C18206,212.17763
C18211,272.250401
C18215,216.078644
C18216,230.057909
C18218,272.235145
C18219,288.245316
C18220,286.229666
C18221,288.245316
C18222,286.229666
C18223,272.250401
C18224,272.250401
C18225,272.250401
C18226,272.250401
C18228,272.250401
C18229,272.250401
C18236,213.891061
C18238,247.89654
C18240,245.88089
C18241,277.870719
C18242,241.894042
C18243,259.904606
C18244,227.959229
C18245,222.198365
C18249,236.08373
C18250,234.06808
C18251,232.05243
C18252,266.057909
C18253,222.06808
C18254,218.073165
C18255,236.08373
C18256,256.073559
C18257,232.05243
C18258,232.05243
C18259,232.088815
C18260,262.09938
C18261,248.08373
C18262,248.08373
C18263,234.06808
C18264,234.06808
C18265,234.06808
C18266,234.06808
C18267,218.073165
C18268,218.073165
C18269,298.029979
C18270,286.09938
C18273,248.08373
C18274,248.08373
C18275,286.09938
C18276,286.09938
C18278,284.08373
C18279,284.08373
C18280,284.08373
C18281,270.06808
C18282,272.08373
C18283,272.08373
C18284,286.09938
C18285,286.09938
C18286,268.088815
C18303,223.964314
C18305,205.998201
C18308,223.964314
C18310,205.998201
C18314,200.032088
C18326,234.136828
C18338,212.032088
C18340,277.96781
C18342,204.063388
C18345,216.027003
C18346,207.005966
C18350,230.036128
C18364,273.055656
C18378,276.006839
C18380,270.041629
C18381,293.771527
C18388,281.138894
C18395,270.087708
C18397,243.0119
C18400,274.028478
C18402,283.046571
C18407,299.954357
C18419,219.067762
C18421,224.129156
C18427,268.157563
C18428,232.017018
C18432,211.132077
C18433,279.158292
C18435,232.157563
C18436,228.104482
C18449,246.010129
C18450,287.886178
C18452,256.07693
C18456,291.11384
C18458,254.001368
C18460,245.918817
C18462,248.039734
C18463,229.046296
C18477,288.114174
C18479,293.12949
C18483,223.030314
C18494,291.11384
C18499,275.074677
C18506,286.156895
C18507,222.067224
C18508,249.008723
C18509,202.10659
C18511,270.088353
C18512,252.023645
C18513,291.019288
C18524,274.19328
C18528,200.024022
C18529,228.055322
C18532,238.050905
C18534,208.050024
C18537,255.151766
C18538,254.188195
C18541,252.099774
C18542,241.136116
C18544,293.135967
C18548,269.141579
C18550,267.02331
C18551,258.960312
C18559,284.116092
C18564,228.087508
C18570,221.03559
C18574,295.971419
C18579,254.153147
C18582,295.153206
C18584,207.008706
C18590,217.09636
C18594,262.038808
C18597,219.969399
C18599,298.084124
C18604,247.05124
C18608,214.039672
C18611,269.88089
C18619,208.121178
C18626,279.147058
C18646,222.067428
C18649,225.082349
C18651,225.082349
C18652,218.108899
C18655,230.020022
C18656,237.076609
C18660,250.016173
C18662,213.022465
C18663,223.060959
C18664,246.014937
C18665,245.997178
C18666,287.041486
C18668,221.116427
C18669,281.085065
C18670,217.965541
C18671,240.074622
C18672,216.994101
C18674,253.734963
C18686,233.970485
C18687,242.056408
C18688,224.044975
C18689,299.068937
C18690,260.012828
C18693,288.044128
C18700,227.120466
C18701,299.022832
C18717,249.139174
C18718,255.102607
C18719,210.00205
C18722,239.131014
C18723,287.257277
C18724,230.016713
C18726,273.24565
C18738,287.860066
C18739,296.048319
C18741,244.032478
C18742,214.039672
C18745,240.022131
C18746,261.012949
C18748,255.92092
C18750,202.062994
C18751,228.90196
C18752,213.118735
C18753,278.126657
C18755,203.134385
C18757,298.0541
C18759,211.076392
C18760,251.134385
C18767,223.919862
C18768,225.15896
C18774,256.121178
C18775,242.975691
C18780,215.134385
C18782,207.021769
C18784,209.152812
C18786,281.271865
C18792,268.157563
C18793,258.00039
C18794,214.050905
C18795,275.188529
C18800,281.081871
C18801,283.064303
C18804,294.032668
C18806,240.969734
C18810,229.109423
C18811,241.136116
C18812,220.041882
C18814,229.109423
C18816,209.941267
C18817,212.071641
C18819,238.000881
C18825,274.105253
C18828,209.152812
C18829,286.087494
C18830,215.152144
C18832,223.990804
C18833,201.078979
C18835,286.084124
C18840,298.084124
C18853,232.082348
C18856,226.062994
C18858,253.966126
C18860,294.902832
C18862,266.22458
C18864,261.111341
C18865,289.142641
C18868,271.157229
C18869,291.089543
C18873,295.105587
C18878,232.084792
C18882,239.107692
C18891,221.024356
C18893,299.027194
C18896,233.177964
C18897,258.876139
C18898,279.165685
C18906,222.067428
C18909,279.066221
C18911,228.039889
C18912,251.152144
C18913,211.099714
C18914,217.110279
C18915,213.078979
C18920,220.996759
C18923,220.070405
C18924,241.085127
C18925,299.038115
C18927,294.135796
C18928,272.995949
C18929,237.030504
C18931,272.986053
C18933,243.86524
C18934,232.067034
C18935,273.957979
C18936,265.897209
C18937,251.034057
C18938,281.089937
C18945,243.953182
C18946,235.95366
C18947,274.168128
C18949,263.188529
C18950,213.055656
C18951,259.061136
C18952,222.136828
C18953,223.084458
C18955,277.167794
C18956,207.125929
C18963,273.025836
C18972,291.079108
C18974,294.080314
C18975,216.004372
C18976,216.004372
C18977,258.051322
C18978,258.051322
C18979,262.009851
C18981,216.001001
C18982,280.017045
C18983,243.015271
C18984,260.030587
C18985,292.064664
C18987,246.030193
C18988,256.994536
C18999,240.999621
C19005,271.010186
C19006,281.017003
C19007,269.030921
C19009,290.023393
C19011,255.015271
C19014,285.062221
C19015,286.132364
C19017,290.068426
C19023,266.02652
C19026,228.048797
C19030,267.996093
C19031,258.105608
C19035,200.071464
C19036,248.038449
C19037,238.123676
C19038,266.090272
C19039,282.173213
C19042,276.20893
C19046,229.006119
C19049,229.006119
C19050,283.133907
C19053,239.107692
C19055,227.875722
C19056,204.969734
C19057,253.930427
C19058,207.046633
C19059,257.001034
C19060,223.040006
C19062,218.985384
C19068,296.100836
C19070,292.050237
C19071,285.946949
C19074,236.071641
C19075,290.082205
C19076,286.131742
C19089,232.082348
C19092,264.035082
C19093,240.029266
C19094,269.04079
C19096,223.025619
C19097,203.134385
C19098,211.14331
C19099,225.079664
C19100,213.104816
C19101,255.151766
C19102,231.052302
C19103,243.125073
C19104,271.146681
C19105,245.067952
C19106,225.15896
C19107,268.135782
C19108,246.00039
C19110,222.173213
C19111,222.173213
C19112,256.099396
C19114,237.935513
C19115,232.005785
C19118,213.925062
C19119,282.085186
C19120,241.956362
C19122,261.808031
C19123,259.975547
C19124,240.11503
C19129,277.204179
C19132,262.995989
C19133,266.284775
C19134,205.146664
C19135,263.199762
C19136,202.056469
C19141,230.094294
C19142,226.120509
C19143,230.151809
C19146,298.141638
C19157,232.03805
C19159,238.049553
C19173,226.07825
C19188,225.126597
C19189,212.000411
C19192,289.79238
C19193,267.173548
C19195,252.0939
C19196,252.0939
C19197,228.0939
C19199,259.904755
C19205,215.914777
C19215,280.958882
C19217,268.121178
C19219,279.104799
C19220,279.104799
C19221,267.104799
C19224,215.87854
C19225,252.022104
C19226,268.017018
C19228,222.089209
C19231,244.121178
C19232,277.081104
C19234,292.048407
C19235,292.048407
C19236,268.096026
C19240,254.010975
C19247,255.121906
C19248,233.813116
C19251,276.0939
C19254,212.106196
C19255,213.101445
C19259,242.10955
C19260,226.146999
C19264,267.053158
C19266,268.157563
C19268,214.016061
C19271,273.078979
C19272,224.054555
C19273,253.015726
C19276,247.063329
C19287,262.110613
C19289,293.076018
C19290,249.078123
C19303,216.072119
C19305,238.98021
C19306,211.110947
C19314,228.0939
C19315,265.157898
C19320,237.078979
C19325,201.172879
C19327,276.0939
C19335,240.0939
C19336,252.0939
C19337,229.089149
C19338,229.089149
C19339,278.10955
C19340,278.10955
C19341,252.0939
C19342,226.07825
C19343,216.0939
C19344,216.0939
C19346,242.057909
C19347,233.075169
C19349,234.021435
C19357,258.052823
C19369,248.082874
C19374,253.110279
C19378,201.043559
C19380,240.0939
C19381,268.125201
C19388,278.10955
C19389,278.10955
C19391,266.10955
C19401,204.0939
C19403,296.079707
C19404,214.062994
C19405,214.062994
C19407,206.10955
C19408,292.048407
C19412,269.116427
C19417,280.167459
C19418,298.250795
C19425,202.07825
C19429,285.132471
C19431,242.090272
C19444,200.047344
C19447,242.10955
C19448,242.10955
C19449,242.10955
C19450,242.10955
C19451,242.10955
C19453,250.074228
C19454,216.0939
C19455,216.0939
C19458,251.058243
C19459,269.116427
C19461,268.105922
C19462,297.096085
C19464,210.042927
C19468,216.031711
C19470,223.063329
C19471,273.078979
C19472,297.078979
C19475,297.078979
C19476,247.063329
C19488,256.125201
C19489,272.120115
C19490,290.13068
C19497,252.0939
C19500,278.10955
C19511,218.979002
C19513,265.123342
C19516,237.042593
C19518,268.132411
C19525,248.094963
C19526,276.126263
C19528,262.121846
C19530,278.083746
C19537,262.141638
C19538,228.078644
C19541,228.0939
C19542,231.100777
C19544,235.977377
C19552,247.110947
C19553,261.126597
C19556,215.118749
C19557,278.013009
C19558,248.043321
C19561,272.120115
C19563,223.095691
C19566,223.095691
C19574,209.116427
C19577,225.111341
C19580,225.111341
C19587,298.047738
C19602,223.095691
C19603,225.111341
C19604,272.120115
C19607,290.13068
C19612,210.073953
C19613,294.219495
C19614,270.219495
C19615,286.214409
C19616,298.250795
C19617,296.235145
C19619,204.187801
C19637,281.936021
