,molecular_formula,mass
C03058,C26H42N7O20P3S,897.141817
C03059,C4H9NO4,135.053158
C03062,C15H16O11,372.069261
C03063,C7H8O5,172.037173
C03064,C4H6O5,134.021523
C03065,C4H9N3O2,131.069477
C03066,C5H9NO5,163.048072
C03067,C7H6O2,122.03677900000001
C03068,C12H16N2O4,252.11100699999997
C03069,C26H42N7O17P3S,849.1570730000001
C03070,C24H38O3,374.282095
C03071,C3H5NO4,119.02185800000001
C03072,C19H32O,276.245316
C03074,C16H12O3,252.078644
C03076,C8H7BrO2,213.962942
C03077,C8H7ClO2,170.01345700000002
C03078,C5H12N4O,144.101111
C03079,C5H9NO5,163.048072
C03080,C9H10O3,166.062994
C03081,C10H8O3,176.04734399999998
C03082,C4H8NO7P,213.003838
C03083,C7H5NOR2,135.120398
C03084,C6H6NR,92.118789
C03085,C11H12N4O9PR,375.208650998
C03086,C11H12N4O10PR,391.2080559980001
C03087,C7H13NO3,159.089543
C03088,C5H6N2O3,142.03784199999998
C03089,C6H12O4S,180.04563000000002
C03090,C5H12NO7P,229.035138
C03091,C27H46O,386.354866
C03092,C10H18O2,170.13068
C03093,C9H6O4,178.026609
C03095,C7H8N3O3R,182.15703200000002
C03097,C12H16O6,256.09468799999996
C03098,C8H7NS,149.02992
C03103,,
C03104,C9H14N3O8P,323.051851
C03105,C7H13N3O2R2,491.18543199999993
C03106,,
C03107,C6H10O6,178.04773799999998
C03108,C24H47NO7,461.335253
C03109,C4H9O7P,200.008589
C03110,C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n,679.4001919940001
C03112,C14H19N3O7S,373.094371
C03113,C6H15O4P,182.070795
C03114,C9H10N2,146.084398
C03115,C15H29O10P3,462.09735700000004
C03117,C16H25N5O15P2,589.082238
C03120,C3H8O6PR,171.065939998
C03121,,
C03122,C6H5X,77.039125
C03124,C4H8N2O4,148.048407
C03125,C18H26N6O11PSR(C5H8O6PR)n,760.559440996
C03126,C6H10O10S,273.999467
C03127,C21H32N6O11PR(C5H8O6PR)n,770.574506996
C03129,C3H4O2R(C2H4)n,100.116038
C03130,HOR,17.007346
C03134,C3H7NO,73.052764
C03135,C4H6NO3R,116.09552400000001
C03136,C8H15NO6,221.08993700000002
C03137,C13H14N2O3,246.100442
C03139,C5H9N3O4,175.059306
C03140,C6H11N3O4,189.07495600000001
C03141,C14H11NO3,241.07389300000003
C03142,C12H17NO5,255.110673
C03145,C6H11NO3S,177.045964
C03146,C8H15NO7,237.084852
C03147,C10H9NO5,223.04807200000002
C03148,C3H6NO2R,88.085379
C03149,C3H10N3O6PS,247.002792
C03150,C11H15N2O5,255.09809700000002
C03151,C8H14ClN4O2R,233.675616
C03152,C8H14ClN2O2R,205.66221000000002
C03153,C6H12N2O3,160.084792
C03154,C20H39N5O11,525.2646070000001
C03156,C16H18O11,386.084911
C03157,,
C03160,C32H44N7O20P3S,971.157467
C03161,,
C03162,,
C03164,C14H10O2,210.06807999999998
C03166,C3H8N3O5P,197.020157
C03167,C2H5O4P,123.99254499999999
C03168,(C6H11NO5)n,177.155519
C03169,C9H13N2O4,213.08753199999998
C03170,C27H47N9O10S2,721.28873
C03172,C6H14NO2S,164.074524
C03173,C3H6O2S,106.00885
C03174,C14H21N3O9S,407.09985
C03175,C7H11O8P,254.01915400000001
C03176,C19H32O2,292.24023
C03177,C6H15N2O7P,258.061687
C03178,C6H4N4O4,196.023255
C03179,,
C03183,C28H39N5O8,573.279863
C03184,C34H32N4O4Zn,624.1715019999999
C03185,,
C03186,,
C03187,C16H26N2O15P2,548.080841
C03188,C23H36N7O19P3S(CH2)n,853.581219994
C03189,C3H9O6P,172.013675
C03190,C10H20O7P2,314.068426
C03193,C7H11N2O5R(C2H2NOR)n,259.216432
C03194,C3H9NO,75.068414
C03195,C18H36O3,300.26644500000003
C03196,C5H8O5,148.037173
C03197,C4H8O3,104.047344
C03198,C8H8O4,168.042259
C03199,C23H44O5,400.318875
C03200,C12H22O10(C6H10O6)n,504.437912
C03201,C4H6O4R2,726.065616
C03203,C11H8O3,188.04734399999998
C03204,C20H21N7O7,471.150246
C03205,C21H30O3,330.219495
C03206,C22H22N2O8,442.13761600000004
C03207,C21H28O2,312.20893
C03209,C12H10O2,186.06808
C03210,C6H11NO4,161.06880800000002
C03212,C6H4N4O2,164.033425
C03214,C4H7NO3,117.042593
C03215,C6H12O7,196.058303
C03217,C6H8O6,176.032088
C03218,C11H16N6O4,296.12330299999996
C03219,C4H9NO,87.068414
C03220,C15H26O,222.198365
C03221,C33H56N7O17P3S,947.266624
C03223,C8H6O6,198.016438
C03224,C9H9Br2NO3,336.894918
C03225,C9H9N3O7,271.04405
C03226,C53H80O4,780.605661
C03227,C10H12N2O4,224.07970699999998
C03228,C6H10O2,114.06808000000001
C03230,C10H9NO2,175.063329
C03231,C27H42N7O19P3S,893.146902
C03232,C3H5O7P,183.97728899999998
C03233,C8H6O6,198.016438
C03235,C8H8O4,168.042259
C03236,C10H18O13P2R2,1027.665366956
C03237,C26H44N7O18P3S,867.1676380000001
C03238,C27H46O,386.354866
C03239,C6H11NO3,145.073893
C03240,C21H38O6,386.266839
C03241,C6H10O3,130.062994
C03242,C20H34O2,306.25588
C03243,C14H8O2,208.05243000000002
C03245,,
C03246,C15H24N5O17P3,639.038004
C03248,C4H2O4,113.995309
C03251,C6H13O9P,260.029719
C03254,C6H5O4PR2,203.04928899600003
C03256,C24H29NO4,395.209658
C03263,C36H44N4O8,660.315914
C03264,C6H12O3,132.078644
C03267,C6H13O9P,260.029719
C03268,C6H11O6R,179.148221
C03269,C6H10O6,178.04773799999998
C03272,C45H79N2O23R,1016.1103599999999
C03273,C5H8O3,116.047344
C03274,C6H15O8P,246.050454
C03277,C6H6N2O3,154.03784199999998
C03280,C11H12N4O7,312.070599
C03281,C18H37N4O14P,564.204388
C03283,C4H10N2O2,118.074228
C03284,C4H9NO2,103.06332900000001
C03287,C5H10NO7P,227.019488
C03289,C6H8O6,176.032088
C03290,C9H11NO3,181.073893
C03291,C5H11O8P,230.01915400000001
C03292,C17H24N2O4S,352.145678
C03294,C21H30N6O12PSR(C5H8O6PR)n,816.622829996
C03296,C10H18N4O5,274.12772
C03297,C21H39N5O8(R1)(R2),
C03298,C7H11N3O2,169.085127
C03299,C17H33NO4,315.240959
C03300,C15H21N5O5,351.154269
C03302,,
C03303,C4H7N2O4R(C2H2NOR)n,203.15304300000003
C03305,C15H16N2O,240.126263
C03306,C5H6N2O4R2,766.0897620000001
C03309,C21H24N2O4,368.173607
C03311,C6H5NS,123.01427
C03312,C10H13N4O10P,380.036929
C03313,C31H48O2,452.36543099999994
C03314,C6H4N4O4,196.023255
C03315,C7H13N5O2R2,519.1988379999999
C03317,C2H3NO2R2,393.038916
C03318,C7H13N3O2R2,491.18543199999993
C03319,C16H26N2O15P2,548.080841
C03323,(C12H20O10)n,324.28175
C03325,C17H23NO4,305.162708
C03326,C16H28N4O6,372.200885
C03328,C7H12O5,176.068473
C03329,C20H21NO4,339.147058
C03330,,
C03336,,
C03338,C7H8O3,140.04734399999998
C03339,C3H8O10P2,265.959269
C03340,C7H7NO4,169.037508
C03341,C5H9NO3,131.058243
C03342,C6H10O7,194.042653
C03343,C16H22O4,278.15180899999996
C03344,C26H42N7O18P3S,865.1519880000001
C03345,C26H42N7O17P3S,849.1570730000001
C03347,C9H9Cl2NO3,248.99594900000002
C03348,C6H12O4,148.07355900000002
C03349,C3H9NO3S,139.03031399999998
C03351,C7H8O2,124.05243
C03352,C8H10O2,138.06808
C03354,C4H11NS,105.06121999999999
C03356,C4H9O8P,216.003504
C03357,C27H45N8O18P3S,894.1785369999999
C03359,C7H7ClO,142.018543
C03360,C6H6NO6P,218.993273
C03361,C11H13N5O8PR,374.223889998
C03363,C7H11N2O5R,203.17296199999998
C03365,C7H14O6,194.079038
C03366,C6H15N2O6P,242.066773
C03367,C18H32O16,504.16903499999995
C03368,C20H38N3O16P,607.198969
C03371,C7H9N2O3SR3,265.35267
C03372,C4H6O7PR,197.06020299799997
C03373,C8H14N3O7P,295.056936
C03374,C39H44N4O12,760.295573
C03375,C6H17N3,131.142248
C03383,C6H10O6,178.04773799999998
C03384,C6H13O9P,260.029719
C03387,C6H8O6,176.032088
C03391,C11H16N5O6P(C5H8O5PR)n(C5H8O5PR)n,703.424932994
C03392,C4H9O2S,121.032325
C03393,C4H9O8P,216.003504
C03394,C4H9O7P,200.008589
C03395,C2H3O2R,59.044112999999996
C03400,C6H11O6R,179.148221
C03401,C3H8N2O2,104.058578
C03402,C14H23N2O12PR2(C5H8O6PR)n,668.374212994
C03404,C10H13NO3,195.089543
C03405,C31H56NO16SR,730.8396190000001
C03406,C10H18N4O6,290.122634
C03408,C8H13NO7,235.069202
C03409,C5H8N2O4,160.048407
C03410,C11H19NO10,325.100896
C03411,C10H18N2O8,294.106316
C03412,,
C03413,C14H30N4O2,286.236876
C03414,C14H14N2O5,290.090272
C03415,C9H16N2O5,232.10592200000002
C03416,C12H17N5O4,295.128054
C03417,C6H13N5O4,219.096754
C03418,C5H10O7PR,213.10270699799997
C03419,C5H10O7PR,213.10270699799997
C03422,C20H36N2O4R2,976.489092
C03423,C16H23N5O6,381.164833
C03425,C19H36O2,296.27153
C03427,C40H68O7P2,722.444028
C03428,C30H52O7P2,586.3188269999999
C03429,C7H13N3O3R2,651.1794820000001
C03431,C14H19N5O6S,385.105604
C03433,C6H15N2O7P,258.061687
C03434,C6H2Cl4O2,245.88089
C03437,C6H11O6R,179.148221
C03438,C6H3NO3SR2,201.222781
C03440,C5H9NO3,131.058243
C03442,C16H26N2O15P2,548.080841
C03444,C7H5ClHgO2,357.968433
C03446,C10H15N2O9P(C5H8O6PR)n(C5H8O6PR)n,728.383167994
C03448,C10H16O2,168.11503000000002
C03450,C10H11NO3,193.073893
C03451,C13H21N3O8S,379.104935
C03453,C6H6O5,158.021523
C03454,C6H8O4R2,752.102978
C03455,C36H60O2,524.4593309999999
C03456,C23H44N4O17PR,679.586882998
C03457,C24H45N5O13PR,642.6146469980001
C03458,C5H5NO3,127.02694299999999
C03459,C4H4O6,148.000788
C03460,C25H40N7O17P3S,835.141423
C03461,C15H24O,220.182715
C03462,C31H51N12O18P,910.3181890000001
C03463,C10H18O13P2R2(C5H8O6PR)n,1222.7527869540002
C03465,C6H10O3,130.062994
C03466,C26H42N7O17P3S,849.1570730000001
C03467,C6H10O3,130.062994
C03470,C27H34N2O9,530.2264309999999
C03473,C8H11NO,137.08406399999998
C03474,C9H6N2O3,190.03784199999998
C03475,C10H18O13P2R2(C5H8O6PR)n,1222.7527869540002
C03476,C20H15N3O8,425.08591399999995
C03479,C20H23N7O7,473.165896
C03483,C10H17N5O16P4,586.962076
C03485,C7H8O,108.057515
C03486,C12H22N4O11P2,460.07603099999994
C03491,,
C03492,C9H18NO8P,299.077003
C03493,C8H9NO3,167.058243
C03494,C4H11O7P,202.024239
C03495,C10H16N3O7P,321.072586
C03497,H2PO2R,64.988453998
C03498,H2PO3R,80.98785899800001
C03499,C6H12O3,132.078644
C03500,C6H10O3,130.062994
C03502,C21H20O8,400.115818
C03503,C20H18O8,386.100168
C03505,C3H7O5P,154.00311000000002
C03506,C11H14NO6P,287.055874
C03508,C4H7NO3,117.042593
C03509,C5H13O8P,232.034804
C03510,C5H12N2O3S,180.056863
C03511,C19H26NO11PR2(C5H8O6PR)n,701.445627994
C03512,C26H31N7O11PR(C5H8O6PR)n,843.6269689960001
C03514,C26H30O8,470.19406799999996
C03515,C21H18O12,462.07982599999997
C03516,C34H32MgN4O4,584.227397
C03517,H3P2O7R,176.967181996
C03518,C8H14NO6R,220.200227
C03519,C11H13NO3,207.089543
C03521,C8H15NO7,237.084852
C03522,C8H9NO2,151.063329
C03523,C3H3NO3R2,565.043706
C03524,C21H41N5O8,491.29551299999997
C03525,C11H19NO9,309.105981
C03526,,
C03527,C13H22O,194.16706499999998
C03529,C12H11N3O4R2,869.21135
C03531,C7H10N2O3R2,634.1489560000001
C03535,(C6H10O11S2)n,322.26690499999995
C03536,C9H14N2O7P,293.05386200000004
C03537,C4H9NOS,119.040485
C03539,C9H17NO6S,267.077658
C03541,C24H30N8O9(C5H7NO3)n-2,
C03544,,
C03546,C6H13O9P,260.029719
C03547,H2CO3(CH2)n,76.051459
C03548,C4H4O5,132.005873
C03557,C2H8NO3P,125.02418
C03561,C25H42N7O18P3S,853.1519880000001
C03564,C5H7NO2,113.047678
C03565,,
C03566,C22H43N5O15PR,648.5760949979999
C03567,C15H12O5,272.068473
C03568,C10H15N5O13P2S,506.986229
C03569,C12H10O3,202.062994
C03570,C6H13NO5,179.079373
C03571,C5H11NO2,117.078979
C03572,C6H5ClO4,175.987636
C03573,C6H11O5R,163.148816
C03574,C8H7NO2,149.047678
C03575,C7H7IO,233.954158
C03576,C2H6O3S2,141.97583500000002
C03577,C23H37NO6S,455.234159
C03579,C19H24O7,364.152203
C03580,C24H36N7O13P,661.210871
C03582,C14H12O3,228.078644
C03584,C7H9N3O4,199.059306
C03585,C6H5ClO4,175.987636
C03586,C6H6O4,142.026609
C03587,C20H31O2R,303.459781
C03588,C21H30O5,362.20932400000004
C03589,C5H8O4,132.042259
C03590,C8H6O4,166.026609
C03591,C7H7ClO2,158.01345700000002
C03592,C10H15N3O4,241.106256
C03594,C27H46O2,402.349781
C03595,C41H68N7O17P3S,1055.360524
C03597,,
C03598,C15H25N3O14P2,533.081176
C03599,C15H25N3O14P2,533.081176
C03600,C6H8O7,192.027003
C03601,C13H14Cl2N2O6,364.022892
C03604,C4H9O7P,200.008589
C03606,C6H13O9P,260.029719
C03611,C6H11O5R,163.148816
C03614,C10H16N4O17P4,587.946091
C03617,C17H28N2O12PSR3(C5H8O6PR)n,774.666775996
C03618,C5H9NO4,147.053158
C03619,C7H14O6,194.079038
C03620,CH2NOR,44.032729999999994
C03621,C14H13NO2,227.094629
C03622,C12H11NO,185.08406399999998
C03623,C6H9NO4,159.053158
C03624,C3H10N3O5PS,231.00787799999998
C03625,C6H10N2O3R2,622.138216
C03626,C8H18N4O2,202.142976
C03629,H2PO4NH2,112.987794
C03630,C21H39O7P,434.24334000000005
C03631,C27H51NO8PR,548.670675998
C03632,C16H28N2O14PR,503.373025998
C03633,C6H8N2O2R2,460.12828399999995
C03634,C28H40O8,504.272318
C03635,,
C03636,C6H8N3O3R3,650.1284420000001
C03637,C9H14N2O7R2,1302.1783999999998
C03638,C10H18O13P2R2(C5H8O6PR)n,1222.7527869540002
C03640,C23H50N2O5P,465.345734
C03641,C23H38O6,410.266839
C03642,C26H45NO8S2,563.258659
C03643,,
C03645,C5H9O5R,149.12219399999998
C03646,C16H26N4O10S2,498.109034
C03647,C6H6O4,142.026609
C03648,C15H14O6,290.07903799999997
C03649,C5H9N2O3R,145.13679
C03651,C5H9NO3,131.058243
C03652,C6H10O5,162.052823
C03654,C6H13O9P,260.029719
C03656,C6H11NO3,145.073893
C03657,C11H8O4,204.042259
C03658,C4H9O4R,121.11204899999998
C03659,C7H14O6,194.079038
C03660,C7H14O6,194.079038
C03661,C18H32O16,504.16903499999995
C03662,C15H10O7,302.042653
C03663,C8H8O3,152.04734399999998
C03664,C8H6Cl2O3,219.969399
C03665,C4H9NO2,103.06332900000001
C03666,C7H6O6,186.016438
C03667,C2H3O2R,59.044112999999996
C03668,C3H4O5(CH2)n,134.087631
C03671,C7H4O6,184.000788
C03672,C9H10O4,182.057909
C03673,C13H20N5O16P3,595.011789
C03674,C10H9N3O6SR2,331.325008
C03676,C6H6O5,158.021523
C03677,C21H23N2O3,351.17086800000004
C03678,C4H9NO3,119.05824299999999
C03679,C8H6ClN,151.018877
C03680,C6H8N2O3,156.053492
C03681,C21H32O2,316.24023
C03682,C8H13NO4,187.084458
C03683,C17H10O6,310.047738
C03684,C9H11N5O3,237.08618900000002
C03685,C30H50N7O18P3S,921.214588
C03686,C19H14O6,338.07903799999997
C03687,H4N2(CH2)n,46.071792
C03688,,
C03690,C24H38O4,390.27701
C03691,C20H31N4O17P,630.142182
C03692,C11H16O10R2,1780.184506
C03693,C6H14O12P2,339.996049
C03701,C25H46NO8R,488.63572899999997
C03702,C8H15N3O2R2,505.21205399999997
C03703,C5H6N2O4,158.032757
C03706,C6H11O6R,179.148221
C03707,C2H3O2R,59.044112999999996
C03708,,
C03709,C19H23N6O8P,494.131498
C03710,C10H11NO4,209.06880800000002
C03711,C9H13NO,151.09971399999998
C03712,C19H20N2O4,340.14230699999996
C03715,C3H6O6PR,169.050057998
C03716,C5H6O5,146.021523
C03717,C25H21N3O2,395.163377
C03719,C8H9NOS,167.04048500000002
C03721,C10H10N2O6SR2,318.326246
C03722,C7H5NO4,167.021858
C03723,C5H11O10P2R,293.082624996
C03724,C26H38N7O19P3S,877.115602
C03725,C13H25N2O8PS,400.106923
C03726,C3H6NO3SR,136.149584
C03727,C5H9NO4S,179.025228
C03730,C10H19O16P3R2(C5H8O6PR)n,1581.496562934
C03731,C21H40N7O15P,661.232
C03733,C15H24N2O17P2,566.05502
C03734,C5H10NO7P,227.019488
C03735,C6H13O9P,260.029719
C03736,C5H11O8P,230.01915400000001
C03737,C5H11O8P,230.01915400000001
C03738,C8H14N2O5,218.09027200000003
C03739,C6H12O2,116.08373
C03740,C7H11N2O5R,203.17296199999998
C03741,C5H9NO3,131.058243
C03742,C8H7NO2,149.047678
C03743,C6H6O4,142.026609
C03747,C21H30O3,330.219495
C03748,C21H30O3,330.219495
C03750,C12H12O4,220.073559
C03752,C6H13NO6,195.074287
C03753,C10H5ClO2,191.997807
C03754,C4H9O5P,168.01876000000001
C03755,C21H41N7O11,567.286405
C03757,C8H7NO3,165.04259299999998
C03758,C8H11NO2,153.078979
C03761,C6H10O5,162.052823
C03762,C6H6N2O3,154.03784199999998
C03764,C14H15N3,225.12659700000003
C03765,C8H8O2,136.05243000000002
C03766,C8H7NO,133.052764
C03767,C7H10O3,142.062994
C03768,C8H7O2R,135.140317
C03771,C6H11N3O3,173.080041
C03772,C19H28O2,288.20893
C03773,C8H13O7R,221.184988
C03776,C8H13NO6,219.074287
C03779,C12H9N2O8P,340.009652
C03782,C2H8NO3P,125.02418
C03783,C6H14NO8P,259.045703
C03785,C6H14O12P2,339.996049
C03788,C4H6N2O3R2,594.084972
C03789,C6H13NO11S2,338.993002
C03790,C5H9NO4,147.053158
C03792,C7H10NO6R,204.157723
C03793,C9H20N2O2,188.152478
C03794,C14H18N5O11P,463.07404299999996
C03795,C11H15N5O3,265.11748900000003
C03796,C35H62NO15P,767.385707
C03797,C10H6N2O2S2,249.987069
C03798,C6H8N2O2R2,460.12828399999995
C03799,C11H21O9P(C5H8)n,396.370535998
C03800,C5H8N2O2SR2,192.259044
C03801,C24H26N8O9(C5H7NO3)n,699.6267
C03802,C5H12O13P3R,373.062542994
C03803,C3H7N2OR,87.100618
C03804,C4H8O3S,136.01941499999998
C03805,C21H41O7P,436.25899000000004
C03806,,
C03808,C4H7N2O6PR2,241.055906996
C03811,C6H13O9P,260.029719
C03817,C6H8N2O3,156.053492
C03819,C10H18O12PR,361.216959998
C03820,C5H9O4R,133.12278899999998
C03822,C12H6Cl2NO2.,288.967329
C03823,C20H38NO4R,356.52088100000003
C03824,C6H7NO3,141.04259299999998
C03826,C5H8O5,148.037173
C03827,C6H10O5,162.052823
C03828,C6H15N2O6P,242.066773
C03829,C5H12N2O3S,180.056863
C03830,C10H8O4,192.042259
C03832,C15H9I3O5,649.7584019999999
C03834,C3H5O3R,89.07014000000001
C03836,C19H30O,274.229666
C03837,C12H10O4,218.057909
C03838,C7H15N2O8P,286.056602
C03840,C10H6O3,174.031694
C03843,C10H16O3,184.10994399999998
C03844,C7H14O6,194.079038
C03845,C27H46O,386.354866
C03846,C8H16N2O3,188.11609199999998
C03847,C6H12O9PR,259.128138998
C03848,C18H32O16,504.16903499999995
C03849,,
C03850,C10H15N5O10P2,427.02941500000003
C03851,C10H15N6O6P,346.079069
C03852,C19H32O2,292.24023
C03853,C9H22O13P2,400.053564
C03855,C33H56O6,548.40769
C03858,C24H49NO7,463.350903
C03859,,
C03860,C17H25N7O6,423.18663200000003
C03861,C12H6O4,214.02660899999998
C03862,C26H47O9P(C5H8)n,602.738101998
C03864,C8H16O3,160.10994399999998
C03865,C8H16O3,160.10994399999998
C03866,(C21H32O18)n,572.468942
C03868,C16H19NO7,337.116152
C03870,C27H30O15,594.15847
C03871,C7H11NO5,189.06372199999998
C03872,C5H13N2O6P,228.051123
C03873,C27H50NO8PR,547.662734998
C03874,C5H9N2O6PR2,255.082528996
C03875,C4H7N2O6PR2,241.055906996
C03878,C8H15NO6,221.08993700000002
C03879,C8H14NO6R,220.200227
C03880,C13H18NO12PR4(C5H8O6PR)n,699.26458899
C03881,C16H31NO3(C2H2NOR)n,341.466399
C03882,C17H19NO3,285.13649300000003
C03884,C7H16N4O2,188.127326
C03885,C52H78O3,750.595096
C03886,C6H9O8PR2,271.078672996
C03887,C21H27N7O,393.227709
C03888,C25H21N3O9S2,571.071921
C03889,C25H49NO8PR,522.633313998
C03890,C15H23N4O10S2R,483.49420499999997
C03892,C8H14O13P2R2,999.612122956
C03893,(C12H16O12)n,352.248796
C03894,C3H9O5P,156.01876000000001
C03895,C6H10N2O3SR2,222.28507100000002
C03897,C15H10O16S3,541.913096
C03898,C15H10O16S3,541.913096
C03899,C12H18N3O8SR,364.35196699999995
C03900,C9H10BrNO2S,274.961562
C03901,C5H9NO2S,147.035399
C03904,C9H13N3O6R2(C2H2NOR)n,1211.226582
C03905,C9H14N4O5R2(C2H2NOR)n,1066.2471759999999
C03906,C5H11O8P,230.01915400000001
C03910,C29H48O2,428.36543099999994
C03912,C5H7NO2,113.047678
C03916,C26H53NO7P,522.3559650000001
C03917,C19H30O2,290.22458
C03918,C6H4Cl2O4,209.948664
C03920,C3H8O3S2,155.991486
C03921,C6H8O7,192.027003
C03922,C6H12N2O3R2,624.154098
C03924,C10H18O13P2R2(C5H8O6PR)n,1222.7527869540002
C03925,C7H4Br2O3,293.852719
C03926,C6H10O6,178.04773799999998
C03927,C5H5NO2,111.032028
C03928,C13H24N3O11PS,461.08691600000003
C03929,C11H16O2,180.11503000000002
C03930,C30H46O4,470.33960999999994
C03933,C10H16N3O6R,274.250995
C03935,C18H24O3,288.172545
C03939,C2H3OSR,75.109508
C03941,C8H15N3O2R2,505.21205399999997
C03942,,
C03943,C5H12N2O2,132.089878
C03944,C19H16O6,340.09468799999996
C03946,C21H20O8,400.115818
C03947,C3H7O5P,154.00311000000002
C03948,C8H13NO7,235.069202
C03951,C21H20O11,448.100561
C03953,C8H15NO9S,301.046752
C03954,C15H13NO2,239.094629
C03955,C8H16N2O4,204.111007
C03956,C19H35NO3R(C6H10O5)n,487.627788
C03957,C5H6N2O5R2,926.0838120000001
C03958,C16H22N6O4,362.170253
C03959,,
C03961,C4H7NO5,149.032422
C03962,C16H30O6,318.20423900000003
C03963,C27H44O3,416.329045
C03964,C9H10O4,182.057909
C03968,C3H8O6PR,171.065939998
C03969,C6H11NO2,129.078979
C03972,C7H9NO4,171.053158
C03974,C4H8O7PR,199.07608499799997
C03975,C6H5N5O2,179.044324
C03979,C6H10O5,162.052823
C03980,C6H15N2O6P,242.066773
C03981,C4H4O5,132.005873
C03982,C5H11NO,101.084064
C03983,C10H17O10PR2(C5H8O6PR)n,554.2713909940001
C03985,C10H18O,154.135765
C03986,C8H9NO3,167.058243
C03987,C9H7IO4,305.938902
C03989,C24H42O21,666.221858
C03990,C24H40O3,376.297745
C03993,C13H16O8,300.084517
C03994,C7H10N2O,138.07931299999998
C03995,C13H16N2O6,296.100836
C03996,C14H21NO8,331.126717
C03997,C10H16N3O8P,337.067501
C03998,C11H17N5O8P,378.081474
C03999,H2O(C6H12NO6P)n,243.151913998
C04000,C12H14O3,206.094294
C04002,C7H8O6,188.032088
C04006,C6H13O9P,260.029719
C04007,C21H22O8,402.13146800000004
C04010,C6H12O9PR,259.128138998
C04013,C22H35N7O17P3SR(C3H6)n,836.6169729940001
C04015,C13H21NO10,351.11654599999997
C04016,C13H21NO10,351.11654599999997
C04017,C13H21NO10,351.11654599999997
C04018,,
C04019,C8H14NO6R,220.200227
C04020,C9H18N2O4,218.126657
C04021,C11H18O16P2R2,1087.674321956
C04022,C5H10O2S,134.04015
C04024,C27H30O15,594.15847
C04025,C2H2O4(CH2)n,104.061604
C04026,C6H13N4O2R,173.193295
C04030,C17H18N5O10P,483.079128
C04031,C10H17O4S2R,265.369617
C04033,C10H8O4,192.042259
C04034,C12H22O11(C12H20O10)n,666.578787
C04036,C19H39O7P,410.24334
C04037,C6H11O10P,274.008983
C04039,C5H10O4,134.057909
C04042,C21H32O2,316.24023
C04043,C8H8O3,152.04734399999998
C04044,C9H10O4,182.057909
C04045,C9H8O5,196.037173
C04046,C11H16O10R2,1780.184506
C04047,C25H42N7O18P3S,853.1519880000001
C04049,C7H10O6,190.04773799999998
C04050,C9H8N2O2,176.058578
C04051,C4H6N4O,126.05416100000001
C04052,C8H8O7,216.02700299999998
C04053,C6H8O6,176.032088
C04054,C60H85CoN13O15P,1317.535771
C04056,C18H32O2,280.24023
C04058,C20H29N10O22P5,916.0145949999999
C04061,C8H15N3O2R2,505.21205399999997
C04062,C6H14O12P2,339.996049
C04063,C6H14O12P2,339.996049
C04064,C6H14O12P2,339.996049
C04067,C9H14O5,202.084124
C04068,C26H28O12,532.1580759999999
C04069,C26H28O12,532.1580759999999
C04070,C25H32O11,508.194462
C04071,C4H12N3O4P,197.05654199999998
C04072,(C12H19NO23S4)n,673.531977
C04073,(C12H19NO13S)n,417.343527
C04074,C21H20O8,400.115818
C04075,C5H8ClNO2,149.024356
C04076,C6H11NO3,145.073893
C04078,C6H14NO2S.,199.043377
C04079,C12H22N2O6S,322.11985699999997
C04080,C3H6NO2R,88.085379
C04081,C14H13NO2,227.094629
C04083,C10H13N5,203.117095
C04084,C21H28O2,312.20893
C04087,C8H10N4O2R2,514.179052
C04088,C18H35OSR,299.53546
C04089,C15H22N2O16P2,548.044456
C04090,,
C04091,C6H8O2,112.05243
C04092,C6H9NO2,127.06332900000001
C04093,C5H12O7P2(C5H8)n,314.209578996
C04097,,
C04098,,
C04099,(C18H30O15)n,486.42262500000004
C04100,C26H51NO7P,520.340315
C04101,C20H20O14,484.085305
C04102,C24H51NO7P,496.34031500000003
C04103,C28H54O8,518.381869
C04104,C6H12O4,148.07355900000002
C04105,C6H6O4,142.026609
C04106,C5H8O4,132.042259
C04108,C21H30O3,330.219495
C04109,C15H10O8,318.03756699999997
C04110,C10H6O4,190.026609
C04111,C5H11N2O7P,242.03038700000002
C04112,C7H8O4,156.042259
C04114,C7H13NO2,143.094629
C04115,C7H8O8,220.021917
C04116,C8H6NR,116.140269
C04117,C10H19O16P3R2(C5H8O6PR)n,1581.496562934
C04118,C20H23NO4,341.162708
C04121,C17H26N3O15P,543.110154
C04122,C3H10NO4P,155.034744
C04125,C4H6N2O3R2,594.084972
C04126,C3H10NO4P,155.034744
C04128,C4H6N2O3R2,594.084972
C04130,C9H16N3O3,214.119166
C04131,C2H3NO3(CH2)n,103.07684300000001
C04132,C8H15NO9S,301.046752
C04133,C7H12NO8P,269.03005299999995
C04134,C8H14NO6R,220.200227
C04135,C8H14NO6R,220.200227
C04136,C7H13NO9PR,286.15352299799997
C04137,C9H18N4O4,246.132805
C04138,C10H16N4O3,240.12223999999998
C04141,C4H7N2O6PR2,241.055906996
C04142,C7H10N2O4R2,794.1430060000001
C04143,C8H15N5O2R2,533.22546
C04144,C29H37N9O12,703.256168
C04145,C45H76O7P2,790.506628
C04146,C40H68O7P2,722.444028
C04147,C12H22O11,342.116212
C04148,C13H16N2O4,264.111007
C04149,C9H15N3O3R2,677.216844
