compound,formula,mass
67223,C12H25N3O7,323.3428
67224,C6H10O4,146.1412
67225,C12H22N2O8,322.3117
67226,C6H10O4,146.1412
67227,C40H56O,552.872
67228,C40H58O2,570.8873
67233,C6H10O5,162.1406
67234,C6H10O5,162.1406
67235,C6H10O5,162.1406
67236,C44H74O21,939.0458
67237,C27H46O2,402.6529
67238,C16H25NO2,263.3752
67240,C38H64O16,776.9052
67241,C70H117NO21P2,1370.6196
67242,C41H66O19,862.9513
67243,C44H68O22,948.9975
67244,C20H24O6,360.401
67245,C20H22O6,358.3851
67246,C20H24O6,360.401
67247,C20H26O6,362.4168
67248,C17H22N2O2,286.3688
67249,C11H16N4O4,268.2691
67251,C13H18O,190.2814
67252,C18H30O,262.4302
67253,C64H107NO16P2,1208.479
67254,C6H12O4,148.1571
67255,C6H12O4,148.1571
67256,C76H127NO26P2,1532.7602
67257,C8H13NO5,203.1925
67258,C10H16O2,168.2328
67259,C8H13NO5,203.1925
67260,C10H15O2,167.2249
67261,C27H37N7O19P3S,888.604
67262,C21H22O6,370.3958
67263,C21H24O6,372.4117
67264,C10H16O2,168.2328
67266,C13H20O2,208.2967
67269,C12H22N2O2,226.3153
67270,C7H14O8,226.1813
67271,C25H21N5O,407.4671
67272,C25H52NO4P,461.6584
67273,C6HO3R3,121.0703
67274,C6H13NO7PR,213.1256
67275,C69H113N7O50,1840.6524
67280,C28H34O5,450.5666
67281,C26H32O4,408.5299
67282,C33H36O5,512.6359
67283,C28H34O6,466.566
67284,C28H34O6,466.566
67285,C28H34O6,466.566
67286,C33H36O6,528.645
67287,C28H34O5,450.5666
67288,C28H34O6,466.566
67289,C28H34O6,466.566
67290,C28H34O6,466.566
67291,C28H38O5,454.5983
67292,C24H32O4,384.5085
67293,C30H40O7,512.6344
67294,C33H44O9,584.6971
67296,C26H32O6,440.5287
67297,C33H36O7,544.6347
67298,C28H34O7,482.5654
67299,C26H32O6,440.5287
67301,C36H48O17,752.7561
67302,C36H48O17,752.7561
67303,C36H46O16,734.7408
67304,C30H36O9,540.6014
67305,C28H34O8,498.5648
67306,C28H34O8,498.5648
67307,C27H32O6,452.5394
67308,C38H44O9,644.7506
67309,C34H44O9,596.7078
67310,C34H46O9,598.7236
67311,C32H42O8,554.6711
67312,C30H40O9,544.6332
67314,C23H30O5,386.4813
67343,C21H22O5,354.3964
67344,C21H22O6,370.3958
67345,C21H22O6,370.3958
67346,C15H26O3,254.3651
67347,C17H14O6,314.2895
67358,C11H10O5,222.1941
67359,C11H10O5,222.1941
67360,C10H8O5,208.1675
67361,C10H6O5,206.1516
67362,C11H8O5,220.1782
67363,C10H8O4,192.1681
67364,C16H14O5,286.2794
67365,C17H16O6,316.3053
67366,C17H14O6,314.2895
67367,C18H19NO2,281.349
67368,C31H48O5,500.7098
67369,C12H12O5,236.2207
67370,C11H10O4,206.1947
67371,C17H16O5,300.3059
67372,C17H14O6,314.2895
67373,C18H19NO5,329.3472
67374,C11H10O4,206.1947
67375,C10H8O4,192.1681
67376,C16H14O5,286.2794
67377,C17H14O5,298.2901
67378,C19H21NO5,343.3737
67379,C11H12O4,208.2106
67380,C9H10O4,182.1733
67381,C17H16O5,300.3059
67383,C18H20O5,316.3484
67384,C17H18O7,334.3206
67385,C17H18O6,318.322
67388,C18H18O6,330.3319
67389,C17H18O5,302.3218
67390,C20H22O6,358.3851
67391,C18H20O6,332.3478
67396,C17H22O4,290.3542
67397,C18H20O5,316.3484
67398,C18H22O6,334.3637
67399,C19H16O5,324.3273
67400,C19H16O6,340.3267
67401,C19H16O7,356.3261
67402,C19H14O6,338.3109
67403,C19H14O7,354.3103
67410,C7H8O2,124.1372
67416,C30H56O7,528.7614
67417,C32H58O8,570.7981
67418,C30H56O8,544.7608
67419,C32H58O9,586.7975
67420,C28H52O7,500.7083
67439,C25H28O9,472.4844
67440,C23H28O8,432.4636
67441,C25H30O9,474.5003
67442,C25H30O9,474.5003
67443,C27H32O10,516.537
67444,C28H34O10,530.5636
67445,C29H36O10,544.5901
67446,C29H36O10,544.5901
67447,C30H38O10,558.6167
67448,C32H34O10,578.6064
67449,C30H36O10,556.6008
67450,C32H40O10,584.654
67451,C32H40O10,584.654
67455,C30H36O10,556.6008
67457,C29H42O9,534.6384
67458,C28H40O9,520.6118
67459,C29H44O9,536.6543
67460,C28H42O10,538.6271
67461,C24H34O7,434.5226
67462,C26H36O9,492.5586
67463,C29H42O10,550.6378
67464,C24H36O7,436.5384
67465,C26H38O9,494.5745
67466,C28H42O9,522.6277
67467,C29H44O10,552.6537
67468,C24H36O8,452.5378
67469,C29H44O10,552.6537
67470,C28H42O10,538.6271
67471,C29H44O11,568.6531
67472,C30H46O11,582.6796
67473,C31H50O5,502.7257
67474,C32H52O5,516.7523
67475,C31H52O4,488.7422
67476,C30H46O3,454.6844
67477,C30H46O3,454.6844
67478,C31H48O4,484.7104
67479,C30H50O3,458.7162
67480,C32H50O4,498.737
67481,C32H52O3,484.7535
67482,C30H46O4,470.6838
67483,C30H48O3,456.7003
67484,C31H50O3,470.7269
67485,C30H50O2,442.7168
67486,C21H20O12,464.3763
67492,C16H12O7,316.2623
67493,C17H14O7,330.2889
67494,C15H12O6,288.2522
67495,C19H18O6,342.3426
67496,C18H16O6,328.316
67497,C57H90O24,1159.3101
67498,C57H90O25,1175.3095
67499,C47H74O19,943.0791
67500,C52H82O23,1075.1937
67501,C53H84O23,1089.2203
67502,C58H92O28,1237.3343
67503,C58H92O28,1237.3343
67504,C59H94O28,1251.3609
67505,C23H28O13,512.4606
67506,C22H26O12,482.4346
67526,C25H26O6,422.4703
67527,C25H26O5,406.4709
67528,C25H26O6,422.4703
67529,C20H18O5,338.3539
67530,C25H24O6,420.4545
67531,C27H28O6,448.5076
67532,C26H26O6,434.481
67533,C25H26O5,406.4709
67534,C25H26O6,422.4703
67535,C20H18O4,322.3545
67536,C20H18O6,354.3533
67537,C20H18O5,338.3539
67538,C20H18O7,370.3527
67539,C20H16O6,352.3374
67540,C21H18O6,366.364
67545,C23H24O6,396.4331
67546,C28H32O6,464.5501
67547,C24H26O6,410.4596
67548,C23H24O6,396.4331
67549,C23H24O5,380.4337
67551,C23H24O5,380.4337
67553,C14H10O5,258.2262
67554,C35H60O6,576.8473
67555,C18H20O7,348.3472
67556,C19H24O7,364.3897
67557,C19H24O7,364.3897
67558,C19H22O7,362.3738
67559,C19H22O7,362.3738
67560,C28H36O4,436.583
67561,C30H42O5,482.6515
67562,C30H42O6,498.6509
67563,C28H40O4,440.6148
67564,C28H40O4,440.6148
67565,C28H36O5,452.5824
67566,C28H38O3,422.5995
67567,C30H40O5,480.6356
67568,C27H38O3,410.5888
67569,C29H40O5,468.6249
67570,C29H42O5,470.6408
67583,C29H40O5,468.6249
67584,C29H48O3,444.6896
67585,C29H46O4,458.6731
67586,C35H56O8,604.8143
67587,C37H58O9,646.851
67588,C37H58O9,646.851
67589,C37H58O8S,662.917
67590,C36H58O6S,618.907
67591,C30H46O4,470.6838
67592,C30H46O5,486.6832
67593,C29H52O3,448.7214
67594,C29H50O2,430.7061
67595,C51H90O7,815.2561
67596,C30H46O,422.6856
67597,C30H48O2,440.7009
67598,C30H50O2,442.7168
67599,C30H50O2,442.7168
67600,C30H48O4,472.6997
67610,C23H25ClO6,432.894
67611,C23H27ClO6,434.911
67614,C23H23ClO5,414.879
67615,C23H25ClO6,432.894
67616,C23H25ClO6,432.894
67617,C23H25ClO5,416.895
67618,C23H27ClO7,450.909
67619,C23H25ClO5,416.895
67620,C23H26O6,398.4489
67621,C23H27ClO8,466.909
67622,C22H26O8,418.437
67623,C18H22O8,366.3625
67624,C19H22O9,394.3726
67625,C29H32O11,556.5578
67626,C22H26O7,402.4376
67627,C22H26O6,386.4382
67628,C22H26O9,434.4364
67629,C23H30O9,450.4789
67630,C23H28O8,432.4636
67631,C31H36O11,584.6109
67632,C31H36O11,584.6109
67633,C32H38O12,614.6369
67634,C32H38O12,614.6369
67635,C33H40O13,644.6629
67636,C33H40O13,644.6629
67637,C42H50O16,810.8368
67638,C42H50O16,810.8368
67639,C42H50O16,810.8368
67640,C26H24O10,496.4628
67641,C26H24O10,496.4628
67642,C27H26O11,526.4887
67643,C27H26O11,526.4887
67644,C21H24O7,388.4111
67645,C10H14O5,214.2152
67646,C10H14O5,214.2152
67647,C18H16O7,344.3154
67648,C21H26O7,390.4269
67649,C18H20O8,364.3466
67650,C22H28O8,420.4529
67651,C21H26O7,390.4269
67687,C24H34O6,418.5232
67688,C22H32O5,376.4865
67689,C22H32O5,376.4865
67690,C29H36O5,464.5931
67691,C34H38O6,542.6619
67692,C27H34O5,438.5559
67693,C29H36O6,480.5925
67694,C24H34O5,402.5238
67695,C29H36O4,448.5937
67696,C29H36O4,448.5937
67697,C27H34O4,422.5565
67698,C29H36O5,464.5931
67699,C29H36O5,464.5931
67700,C29H36O6,480.5925
67701,C29H36O6,480.5925
67702,C35H44O5,544.7209
67703,C29H36O5,464.5931
67704,C27H34O5,438.5559
67705,C29H36O6,480.5925
67754,C30H48O2,440.7009
67755,C32H52O2,468.7541
67756,C32H50O2,466.7382
67757,C34H54O2,494.7914
67758,C36H58O2,522.8445
67759,C32H52O2,468.7541
67763,C25H32O8,460.5168
67811,C55H85N19O21S2,1412.508
67821,C16H14O5,286.2794
67825,C30H48O2,440.712
67827,C22H20O8,412.3894
67850,C25H24O6,420.4545
67851,C72H116O25,1381.6764
67852,C72H116O25,1381.6764
67853,C70H112O25,1353.6233
67854,C70H112O25,1353.6233
67855,C71H114O25,1367.6499
67856,C69H110O25,1339.5967
67857,C65H102O25,1283.4904
67858,C68H108O25,1325.5701
67859,C66H104O25,1297.517
67860,C61H106O24,1223.4799
67873,C39H50O22,870.8011
67874,C33H40O17,708.6605
67875,C33H40O17,708.6605
67876,C27H30O12,546.5199
67877,C34H42O22,802.6841
67878,C28H32O17,640.5435
67879,C22H22O12,478.4029
67896,C30H48O4,472.6997
67907,C29H46O4,458.6731
67908,C29H46O3,442.6737
67909,C30H46O6,502.6826
67910,C35H54O7,586.7991
67911,C30H48O4,472.6997
67912,C30H48O6,504.6985
67913,C30H48O5,488.6991
67914,C30H48O5,488.6991
67915,C30H48O6,504.6985
67916,C30H48O5,488.6991
67917,C36H58O11,666.8391
67926,C23H22O12,490.4136
67927,C35H34O18,742.6337
67928,C27H30O16,610.5175
67929,C29H32O17,652.5542
67930,C47H50O26,1030.8843
67931,C27H30O16,610.5175
67932,C29H32O17,652.5542
67933,C47H50O25,1014.8849
67934,C16H12O7,316.2623
67935,C22H22O12,478.4029
67936,C22H20O12,476.387
67937,C22H22O12,478.4029
67938,C28H32O17,640.5435
67939,C30H50O2,442.7168
67941,C36H56O10,648.8238
67942,C30H48O2,440.7009
67943,C36H58O9,634.8403
67944,C36H58O9,634.8403
67945,C30H46O4,470.6838
67946,C30H46O5,486.6832
67947,C36H58O9,634.8403
67948,C36H58O10,650.8397
67949,C32H50O4,498.737
67950,C30H48O5,488.6991
67951,C30H46O4,470.6838
67952,C36H58O10,650.8397
67953,C30H48O3,456.7003
67954,C30H50O2,442.7168
67963,C30H50O4,474.7156
67964,C30H52O4,476.7315
67965,C30H52O3,460.7321
67966,C30H52O2,444.7327
67986,C42H72O14,801.0127
67987,C42H72O14,801.0127
67988,C48H82O18,947.1539
67989,C54H92O23,1109.2945
67990,C42H72O13,785.0133
67991,C42H72O13,785.0133
68005,C24H32O4,384.5085
68006,C23H30O4,370.4819
68007,C25H34O4,398.5351
68008,C20H32O5S,384.53
68009,C19H32O4S,356.52
68010,C19H32O5S,372.519
68011,C36H58O8S2,682.971
68012,C25H26O8,454.4691
68013,C25H26O8,454.4691
68014,C25H26O8,454.4691
68015,C25H26O8,454.4691
68016,C25H24O7,436.4539
68017,C25H24O7,436.4539
68018,C30H34O8,522.5862
68019,C25H26O6,422.4703
68020,C25H26O6,422.4703
68021,C26H28O8,468.4957
68022,C30H34O7,506.5868
68023,C25H26O6,422.4703
68024,C26H28O7,452.4963
68037,C28H42O5,458.6301
68038,C25H38O4,402.5668
68039,C28H42O6,474.6295
68040,C26H42O3,402.6099
68041,C27H42O4,430.62
68042,C29H44O6,488.6561
68043,C27H42O5,446.6194
68044,C28H44O4,444.6466
68047,C27H30O8,482.5223
68048,C26H28O7,452.4963
68049,C27H28O6,448.5076
68050,C26H26O5,418.4816
68054,C28H40O3,424.6154
68055,C22H23N3O3,377.4363
68056,C21H21N3O3,363.4097
68057,C19H23N3O4,357.4036
68058,C21H25N3O5,399.4403
68069,C40H73NO9,712.0089
68070,C41H75NO9,726.0355
68071,C40H73NO9,712.0089
68072,C43H79NO9,754.0887
68073,C41H77NO9,728.0514
68074,C10H15NO2,181.2316
68075,C10H15NO3,197.231
68076,C5H5NO2,111.0987
68077,C17H22N2O4,318.3676
68078,C9H10O3,166.1739
68081,C29H48O3,444.6896
68082,C28H40O2,408.616
68083,C28H46O3,430.663
68085,C26H42O8,482.6069
68086,C20H32O3,320.4663
68109,C16H13N3O3,295.2927
68110,C16H13N3O2,279.2933
68111,C15H10N2O3,266.2515
68112,C15H12N2O2,252.268
68124,C27H32O13,564.5352
68125,C21H20O10,432.3775
68126,C15H12O5,272.2528
68127,C15H12O6,288.2522
68128,C16H14O7,318.2782
68129,C21H22O9,418.394
68130,C17H14O6,314.2895
68131,C17H12O6,312.2736
68132,C26H32O12,536.5251
68133,C21H22O9,418.394
68134,C26H30O13,550.5086
68135,C15H12O5,272.2528
68136,C15H12O5,272.2528
68137,C20H22O7,374.3845
68138,C21H22O9,418.394
68139,C15H10O5,270.2369
68152,C31H40O8,540.6445
68153,C31H40O8,540.6445
68154,C30H36O7,508.6026
68155,C13H16O3,220.2643
68156,C13H16O3,220.2643
68157,C20H24O5,344.4016
68158,C19H22O4,314.3756
68159,C21H26O5,358.4281
68160,C20H26O5,346.4174
68161,C21H28O5,360.444
68162,C22H30O5,374.4706
68163,C23H30O7,418.4801
68164,C23H30O7,418.4801
68165,C19H24O3,300.3921
68166,C21H26O6,374.4275
68167,C21H26O6,374.4275
68168,C22H28O8,420.4529
68169,C20H26O4,330.418
68170,C21H28O4,344.4446
68202,C15H20O5,280.3163
68203,C20H29N3O3,359.4626
68208,C19H14N2O5S,382.39
68218,C15H22O2,234.334
68219,C15H18O3,246.3016
68220,C16H24O4,280.3594
68221,C16H14O6,302.2788
68222,C16H16O8,336.2934
68223,C15H22O4,266.3328
68224,C16H14O7,318.2782
68225,C16H16O7,320.294
68226,C16H12O5,284.2635
68227,C16H12O6,300.2629
68228,C16H12O7,316.2623
68229,C16H12O6,300.2629
68233,C12H12O2,188.2225
68236,C24H27NO7,441.4737
68237,C25H29NO7,455.5003
68238,C24H28N2O6,440.4889
68239,C30H37NO12,603.6143
68240,C31H39NO12,617.6409
68241,C24H27NO6,425.4743
68242,C24H27NO8,457.4731
68243,C25H29NO8,471.4997
68244,C25H26N2O7,466.4831
68245,C23H27NO5,397.4642
68246,C23H32N2O6,432.51
68247,C25H34N2O6,458.5473
68248,C26H36N2O6,472.5738
68249,C24H27NO7,441.4737
68250,C25H29NO7,455.5003
68251,C24H27NO7,441.4737
68252,C25H29NO7,455.5003
68253,C24H27NO7,441.4737
68254,C25H29NO7,455.5003
68255,C24H29NO7,443.4896
68256,C17H22O4,290.3542
68257,C18H24O4,304.3808
68258,C17H22O5,306.3536
68259,C18H24O5,320.3802
68260,C18H24O4,304.3808
68261,C25H29NO8,471.4997
68262,C25H29NO8,471.4997
68263,C25H29NO8,471.4997
68264,C25H31NO8,473.5155
68271,C37H47BrN4O6,723.696
68272,C36H46N4O6,630.7736
68273,C36H44Br2N4O6,788.566
68274,C36H47BrN4O7,727.685
68275,C37H49BrN4O7,741.712
68276,C38H51BrN4O7,755.738
68277,C27H39BrN4O4,563.527
68278,C36H45BrN4O7,725.669
68279,C36H43BrN4O7,723.653
68280,C36H45BrN4O8,741.669
68281,C60H84O16,1061.2994
68283,C15H18O7,310.2992
68284,C14H14O6,278.2574
68285,C16H16O7,320.294
68286,C11H21NO2,199.2899
68287,C15H12O5,272.2528
68288,C16H12O6,300.2629
68289,C10H10O4,194.184
68290,C20H28O,284.4357
68291,C20H28O2,300.4351
68292,C20H28O3,316.4345
68293,C19H24O4,316.3915
68294,C18H18O7,346.3313
68295,C19H22O7,362.3738
68296,C16H15BrN4O3,391.219
68297,C30H26O10,546.5214
68298,C30H26O10,546.5214
68299,C30H24O10,544.5056
68321,C34H27Br5N4O8,1019.12
68322,C34H27Br5N4O8,1019.12
68323,C34H27Br5N4O8,1019.12
68325,C34H25Br5N4O8,1017.104
68326,C12H5Br5O2,580.687
68327,C15H14O6,290.2681
68328,C22H26O11,466.4352
68329,C9H10O5,198.1727
68330,C15H14O7,306.2675
68332,C30H26O13,594.5196
68333,C30H26O12,578.5202
68334,C30H26O11,562.5208
68335,C30H26O12,578.5202
68336,C30H26O12,578.5202
68337,C13H18O8,302.2772
68338,C15H22O9,346.3298
68339,C17H24O9,372.3671
68340,C28H34O14,594.5612
68347,C20H24O7,376.4004
68348,C27H30O15,594.5181
68349,C28H32O16,624.5441
68350,C28H32O15,608.5447
68351,C22H22O11,462.4035
68352,C21H20O12,464.3763
68353,C31H46O5,498.6939
68354,C31H46O4,482.6945
68355,C30H46O5,486.6832
68356,C31H48O5,500.7098
68357,C31H48O5,500.7098
68358,C31H48O3,468.711
68359,C36H42O12,666.7115
68360,C35H40O12,652.6849
68361,C36H46O12,670.7432
68362,C38H48O13,712.7799
68363,C40H50O14,754.8166
68364,C36H44O13,684.7268
68365,C38H46O14,726.7634
68366,C40H48O15,768.8001
68367,C36H46O13,686.7426
68368,C38H48O14,728.7793
68369,C40H50O15,770.816
68370,C32H42O10,586.6699
68373,C25H28O5,408.4868
68374,C25H28O5,408.4868
68375,C25H26O5,406.4709
68377,C48H78O18,943.1221
68378,C48H78O19,959.1215
68379,C48H78O19,959.1215
68380,C30H48O6,504.6985
68381,C30H48O5,488.6991
68383,C35H58O6,574.8314
68384,C15H22O2,234.334
68385,C15H22O3,250.3334
68386,C16H24O3,264.36
68387,C16H24O3,264.36
68388,C28H44O3,428.6472
68389,C26H38O,366.5793
68390,C25H36O,352.5527
68391,C26H36O,364.5634
68392,C27H40O,380.6059
68393,C27H40O,380.6059
68394,C27H40O,380.6059
68395,C28H42O,394.6325
68396,C26H38O,366.5793
68397,C26H40O,368.5952
68398,C27H40O,380.6059
68408,C26H40O4,416.5934
68409,C26H40O4,416.5934
68410,C26H40O5,432.5928
68411,C26H40O5,432.5928
68412,C26H36O4,412.5616
68413,C26H36O4,412.5616
68414,C24H32O4,384.5085
68415,C24H32O4,384.5085
68416,C24H36O5,404.5396
68417,C26H42O4,418.6093
68418,C26H38O4,414.5775
68419,C26H38O4,414.5775
68420,C26H40O3,400.594
68421,C26H40O4,416.5934
68422,C26H36O3,396.5622
68423,C26H42O4,418.6093
68424,C100H161N13O68,2633.3946
68425,C131H209N19O86,3426.1369
68426,C20H35NO16,545.489
68428,C12H24O11,344.3124
68429,C90H150N6O64,2340.1558
68430,C42H71N3O30,1098.0152
68431,C9H9NO5,211.1715
68432,C56H94N4O40,1463.3484
68433,C11H20N2O5,260.2869
68434,C11H20N2O5,260.2869
68435,C28H48N2O20,732.6821
68436,C20H35NO15,529.4896
68437,C19H21N7O6,443.4133
68438,C36H32FeN4O8,704.506
68439,C16H28N2O11,424.4003
68440,C7H8N2O,136.1512
68441,C6H6N4O3,182.1368
68442,C28H48N2O21,748.6815
68444,C6H6N4O2,166.1374
68445,C40H68N2O31,1072.9627
68446,C22H38N2O15,570.5415
68447,C7H8N4O3,196.1634
68448,C16H28N2O11,424.4003
68449,C7H8N4O3,196.1634
68450,C66H110N6O46,1723.602
68451,C9H9NO4,195.1721
68453,C10H18O4,202.2475
68454,C5H10O3,118.1311
68455,C10H11NO3,193.1992
68456,C9H10N2O3,194.1873
68457,C30H52O24,796.7195
68459,C7H12O4,160.1678
68460,C25H44O19,648.6055
68461,C6H12O6,180.1559
68462,C6H12O6,180.1559
68463,C18H32O14,472.4383
68464,C17H22N2O2,286.3688
68465,C7H6O4,154.1201
68466,C86H144N4O64,2258.052
68467,C11H14N4O5,282.2527
68468,C86H144N4O64,2258.052
68469,C14H15N6O3(C5H6NO3)n,68469
68470,C86H144N4O64,2258.052
68471,C27H42N7O19P3S,893.644
68473,C32H55NO24,837.7714
68474,C24H42O20,650.5783
68475,C26H45NO21,707.6296
68476,C20H35NO16,545.489
68477,C26H45NO20,691.6302
68478,C53H83NO14,958.2244
68480,C74H124N4O56.C2H6,1995.848
68482,C26H45NO20,691.6302
68483,C20H26N3O19P2,674.3767
68484,C32H55NO26,869.7702
68485,C18H32O16,504.4371
68486,C15H15NO8,337.282
68488,C5H12NO6PR2,213.126
68489,C8H18NO6PR2,255.206
68490,C6H11NO8PR2,256.127
68491,C9H16O11PR2,331.191
68492,C16H26N3O14P2,546.3369
68493,C18H27N3O15P2,587.3656
68496,C8H8O4,168.1467
68497,C7H12NO9PR,256.127
68498,C9H16O11PR2,331.191
68499,C7H11NO3,157.1671
68500,C10H11NO3,193.1992
68501,C16H26N3O14P2,546.3369
68502,C7H12O4,160.1678
68503,C7H12O4,160.1678
68505,C6H6O5S,190.175
68506,C9H11NO2,165.1891
68507,C20H29N3O19P2,677.4005
68508,C8H12O4,172.1785
68510,C7H13NO9PR,286.153
68512,C14H16N6O3(C5H7NO3)n,68512
68513,C17H34O4,302.4495
68516,C16H27N3O14P2,547.3448
68517,C32H56O,456.7864
68518,C18H29N3O15P2,589.3815
68519,C32H56O,456.7864
68520,C5H12NO6PR2,213.126
68521,C6H12NO8PR2,257.135
68522,C9H17O11P,332.199
68523,C16H27N3O14P2,547.3448
68524,C43H80O10,757.0893
68525,C9H11NO2,165.1891
68526,C43H80O10,757.0893
68527,C9H11NO2,165.1891
68528,C9H11NO2,165.1891
68529,C43H80O10,757.0893
68530,C244H407NO166P2,6072.697
68531,C7H8N4O3,196.1634
68532,C43H80O10,757.0893
68533,C26H31Cl2N5O4,548.461
68534,C21H16F4N4O2S,464.436
68536,C45H82O10,783.1266
68537,C43H80O10,757.0893
68538,C20H14F4N4O2S,450.409
68539,C43H80O10,757.0893
68540,C12H9F3N2O2,270.2073
68541,C12H22O11,342.2965
68544,C80H134N4O58,2079.912
68546,O4P,94.9725
68549,O7P2,173.945
68550,O10P3,252.9175
68551,C59H79N15O21S6,1526.736
68552,C10H11NO3,193.1992
68554,C7H9NO2,139.1519
68555,C7H6O6S,218.184
68556,C59H89N19O13S,1304.526
68558,C23H28F2N6O4S,522.568
68559,C74H124N4O54,1933.7708
68560,C23H35N3O25P3,846.4504
68561,C11H13NO4,223.2252
68562,C56H105O23P,1177.3929
68564,(C2H4O2)n.C59H89N19O13S,68564
68565,C19H38O2,298.5038
68566,C6H10O4,146.1412
68567,C6H10O4,146.1412
68568,C13H23NO6,289.3248
68572,C6H6N2O2,138.124
68573,C28H32N2O7,508.5629
68574,C24H29N2O3,393.4987
68575,C24H28N2O3,392.4907
68576,C16H24N2O15P2,546.3137
68577,C6H6N2O2,138.124
68578,C6H6N2O2,138.124
68579,C19H18ClN3O5S,435.88
68580,C40H68N2O29,1040.9639
68582,C40H68N2O29,1040.9639
68583,C6H6N2O2,138.124
68584,C16H18FN3O2,303.3314
68585,C34H58N2O25,894.8227
68586,C28H48N2O21,748.685
68587,C28H48N2O21,748.6815
68589,C9H10N2O4,210.1867
68590,C52H74Cl2O18,1058.039
68591,C27H46O7S,514.715
68592,C27H45O7S,513.707
68593,C27H43O7S,511.691
68594,C27H44O7S,512.699
68595,C36H53N7O6,679.8493
68596,C10H18N2O5,246.2603
68597,C39H64O15S2,837.046
68598,C39H66O15S2,839.062
68599,C10H18N2O5,246.2603
68600,C10H18N2O5,246.2603
68601,C10H18N2O5,246.2603
68602,C22H19ClN6,402.879
68603,C22H30FO8P,472.441
68604,C22H28FO8P,470.4251
68605,C22H19N6,367.4265
68606,C22H18N6,366.4185
68608,C45H75N3O33,1186.0773
68609,C66H126N2O19P2,1313.6562
68610,C25H28N8O2,472.5422
68611,C66H122N2O19P2,1309.6244
68613,C4H3AuO4S,344.096
68616,C11H11NO3,205.2099
68617,C20H6Br2N2O9,578.078
68618,C20H8Br2N2O9,580.094
68619,C37H62N2O29,998.8842
68620,(C9H7O2)n,68620
68621,C27H45N5O5,519.6767
68622,C39H65N3O29,1039.9361
68623,C17H25N3O17P2,605.3378
68624,C20H34O,290.4834
68625,C15H24,204.3511
68626,C15H21O2,233.326
68627,(C9H8O2)n,68627
330772,C20H9Cl2N3O2,394.21
68628,C16H9N4O9S2,465.394
68629,C16H12N4O9S2,468.418
68631,C32H38N2O12S4,770.91
68630,C32H35N2O12S4,767.887
68632,(C3H3O2)n,68632
68633,C21H29O8P,440.4239
68634,C21H31O8P,442.4398
68636,C10H10O2,162.1852
68637,C22H30FO8P,472.441
68638,C22H28FO8P,470.4251
68639,C26H33NO2,391.5457
68635,C11H15N5Na3O13P3,587.1531
68641,C10H12N2O,176.2151
68642,C24H31NO,349.509
68643,C23H32Cl2NO6P,520.383
68644,C23H30Cl2NO6P,518.367
68645,C10H18N2O5,246.2603
68646,C21H15ClF4N4O3.H2O,500.831
68647,C21H15ClF4N4O3,482.816
68648,C2H6Te2,285.27
68649,C15H21O3,249.3254
68650,C15H21O2,233.326
68651,C81H132N4O21P2,1559.8765
68652,C73H119N3O16P2,1356.684
68653,C105H171N7O36P2,2169.4541
68654,C111H181N7O41P2,2331.5947
68655,C15H24,204.3511
68656,C10H12O2,164.2011
68657,C11H14O3,194.2271
68658,C15H26O,222.3663
68659,C71H117N14O23,1534.7687
68660,C71H116N14O23,1533.7607
68661,C67H111N4O38R,1580.605
68662,C6H13NO2S,163.238
68663,C6H13NO2S,163.238
68665,C15H22O3,250.3334
68666,C15H24,204.3511
68667,C15H24,204.3511
68668,C9H19N2O6,251.257
68669,C13H21N2O8,333.3144
68670,C22H32N5O15P,637.4877
68671,C19H26N4O16PR,597.401
68672,C65H106N2O11P2,1153.4915
68673,C32H55NO25,853.7708
68674,C34H58N2O25,894.8227
68675,C18H27N3O15P2,587.3656
68676,C9H18N2O6,250.249
68677,C18H29N3O15P2,589.3815
68678,C17H27N3O17P2,607.3537
68679,C16H26N2O15P2,548.3296
68680,C20H35NO16,545.489
68681,C23H38N3O25P3,849.4742
68682,C13H22N2O8,334.3224
68683,C22H34N5O15P,639.5036
68684,CH4O3P,95.0144
68685,C6H12O16P4,464.0449
68686,C6H11O10P2,305.0931
68687,C5H7O10P2,289.0506
68688,C5H8O11P2,306.0579
68689,C5H10O10P2,292.0744
68690,C68H114N4O50,1787.6296
68694,C28H46O4,446.6624
68696,C32H36N2O5,528.6386
68697,C32H36N2O5,528.6386
68698,C23H28O6,400.4648
68699,C23H24O5,380.4337
68700,C22H27ClO4,390.9
68701,C19H22O3,298.3762
68702,C17H22O6,322.353
68703,C17H22O5,306.3536
68704,C16H20O6,308.3264
68705,C13H14O5,250.2473
68706,C13H16O6,268.2625
68707,C13H16O7,284.2619
68708,C14H9NO6,287.2244
68709,C15H14O8,322.2669
68710,C15H12O8,320.251
68712,C15H12O7,304.2516
68713,C16H16O8,336.2934
68714,C14H10O5,258.2262
68715,C14H8O5,256.2103
68716,C15H10O6,286.2363
68717,C14H8O6,272.2097
68719,C30H26O10,546.5214
68720,C29H24O10,532.4949
68721,C21H17ClO8,432.808
68722,C21H20O6,368.3799
68723,C21H19ClO6,402.825
68724,C21H18O7,382.3634
68725,C22H20O7,396.39
68726,C21H17ClO7,416.808
68727,C21H18O8,398.3628
68729,C34H38N2O6,570.6753
68730,C23H27ClO6,434.91
68731,C32H38N2O5,530.6545
68732,C32H38N2O5,530.6545
